value,count
-.050000001,1
-.090000004,1
-.1,5
-.15000001,3
-.2,14
-.20999999,1
-.25,6
-.28,1
-.30000001,4
-.33000001,1
-.34999999,2
-.38,1
-.40000001,12
-.44,1
-.5,38
-.5600000000000001,1
-.60000002,8
-.63,1
-.66000003,1
-.75,2
-.80000001,4
-.88,1
-.89999998,2
-.93000001,1
-1,1
-1.2,1
-1.3,1
-1.7,1
-10,2
-10.5,1
-100,2
-1000,1
-124,1
-1706.2,1
-2.5,1
-2000.4,1
-202,1
-24,1
-2787.5,1
-360.10001,1
-3709.75,1
-38.799999,1
-425,1
-49.790001,1
-5.27,1
-50,1
-6000,1
-8,2
.050000001,1
.079999998,1
.1,3
.11,1
.13,1
.14,1
.15000001,1
.2,16
.23,1
.25,11
.28,1
.28999999,1
.30000001,1
.40000001,11
.5,2
0,343
1.3200001,1
1.6,1
12,2
1247.29,1
15.07,1
200.60001,1
25,1
30.200001,1
3294.1001,1
33,1
35,1
38.5,1
4,2
40,1
42.599998,1
44.799999,1
4860.8198,1
54,1
833.40002,1
99999.133,1
vide,505
