value,count
Abbeville,5
Alicante,1
Amsterdam,21
Angleterre,1
Appledore,1
Ars-en-Ré,337
Arzon,9
Auray,12
Avallon,1
Baden,5
Baltimore,2
Barcelone,1
Barfleur,1
Barnstable,1
Bayonne,86
Beauvoir-sur-Mer,128
Belle-Île-en-Mer,22
Bergue ,17
Berwick,1
Bideford,2
Bilbao,5
Billiers,2
Biscaye,1
Blaye,5
Bordeaux,515
Boston,8
Boulogne-sur-Mer,19
Bourcefranc ,3
Bourg,1
Bourgneuf,7
Brest,32
Bristol,3
Brouage ,15
Bruges,3
Brême,6
Caen ,64
Calabar,1
Calais,21
Cap-Français,2
Carmarthen,1
Carnac,3
Castelnau,1
Chaillevette,2
Champagné-les-Marais,10
Charron,1
Cherbourg,9
Chichester,1
Colonies françaises en Amérique,1
Concarneau,2
Copenhague ,1
Cork,3
Courreaux de Groix,4
Croix-de-Vie,1
Côte d'Afrique [de l'Ouest],1
Côte d'Angole,2
Côte d'Or,10
Côtes de Bretagne,343
Dantzig ,5
Dartmouth,4
Dercie,7
Dieppe,26
Dordrecht ,5
Douarnenez,1
Dundee,1
Dunkerque,169
Elbing / Elblag,1
Esnandes,39
"Espagne, undeterminé",1
Exeter,1
Farsund,1
Flekkefjord ,1
Fouras,3
Frederikshald / Halden,5
Fredrikstad ,1
Fécamp,1
Galway,1
Georgetown,2
Gloucester,3
Gonaïves,1
Grands Bancs de Terre-Neuve,37
Granville,32
Gravelines,60
Greenock,1
Guernesey,7
Hambourg,7
Harlingen,4
Hennebont,5
Holmestrand,2
Honfleur,197
Hors du Pertuis,2
Hull,8
Ilfracombe,1
Ker Châlon,97
Kernic,1
Kristiansand ,8
Kristiansund ,1
Königsberg / Kaliningrad,13
La Barre-de-Monts,2
La Couarde,3
La Flotte-en-Ré,227
La Perrotine,100
La Rochelle,1905
La Teste,18
La Tranche-sur-Mer,31
La Tremblade,29
Lamarque,1
Landerneau,3
Le Chapus,14
Le Château-d'Oléron,62
Le Croisic,100
Le Havre,35
Le Plomb,12
Le Tréport,5
Le Vivier,1
Lemmer,1
Les Sables-d'Olonne,323
Libourne,112
Lisbonne,1
Liverpool,4
Locmariaquer,8
Loix,7
Londres,45
Lorient,33
Luçon,8
Lübeck,9
Madère,2
Marans,955
Marblehead,1
Marennes,1645
Marseille,2
Martinique,1
Martrou,1
Memel,2
Mer Baltique,27
Molde,2
Moricq,208
Morlaix,12
Mornac,1
Mortagne,17
Moss,1
Méan,6
Nantes,398
New York,1
Newburyport,4
Newcastle,6
Newton,1
Noirmoutier,306
Noordwijk ,1
Norvège,4
Ostende,14
Penzance,1
Philadelphie,2
Pillau / Baltiïsk,1
Plouharnel,5
Plymouth,2
Pontrieux ,1
Poole,2
Pornic,11
Port-Launay,8
Port-Louis,3
Port-Navalo,6
Port-d'Envaux,17
Portsmouth,1
Quiberon,39
Quimper,7
Quimperlé,1
Redon,30
Rhode Island,1
Ribnitz,1
Ribérou,470
Riga,2
Rivedoux,1
Rochefort,561
Roscoff,1
Rotterdam,7
Rouen,32
Royan,32
Saint-André de Cubzac,3
Saint-Brieuc,6
Saint-Denis d'Oléron,73
Saint-Esprit,3
Saint-Gilles-sur-Vie,130
Saint-Jean-de-Luz ,3
Saint-Malo,30
Saint-Martin-de-Ré,565
Saint-Michel-en-l'Herm,113
Saint-Pierre-et-Miquelon,5
Saint-Savinien,33
Saint-Sébastien,3
Saint-Valery (indeterminé),3
Saint-Valery en Caux,12
Saint-Valery-sur-Somme,51
Saintes,6
Saltcoats,1
Santander,2
Setúbal ,1
Seudre,27
Socoa,1
Soubise,43
Southampton,1
Stavanger,14
Stettin,3
Sète,1
Taillebourg,4
Talmont,1
Teignmouth,3
"Terre-Neuve, île de",1
Tonnay-Charente,1312
Vannes,19
Virginie,2
Waterford,3
Yarmouth,2
Zierikzee,2
colonies anglaises [en Amérique],1
illisible,2
l'Aiguillon,11
mer des Pertuis,8
pas identifié,19
pas mentionné,56
pertuis Breton,2
rivière de Bordeaux,1
Étaples ,19
île Bourbon / île de la Réunion,1
île d'Aix,1
île d'Arz,1
île d'Oléron,402
île d'Yeu,31
île de Bouin,109
île de France / île Maurice,1
île de Man,1
île de Ré,194
