value,count
00296034,2
00296036,1
00296038,1
00296039,2
00296041,2
00296043,2
00296045,2
00296047,2
00296049,2
00296051,2
00296053,2
00296055,1
00296056,2
00296058,2
00296060,2
00296062,2
00296064,2
00332588,3
00332589,3
00332590,2
00332591,2
00332592,2
00332593,2
00332594,2
00332595,2
00332596,2
00332597,2
00332598,2
00332599,2
00332600,2
00332601,2
00332602,2
00332603,2
00332604,2
00332605,2
00332606,2
00332607,2
00332608,2
00332609,2
00332610,2
00332611,2
00332612,2
00332613,2
00332614,2
00332615,2
00332616,2
00332617,2
00332618,2
00332619,2
00332620,2
00332621,2
00332622,2
00332623,2
00332624,2
00332625,2
00332626,2
00332627,2
00332628,2
00332629,2
00332630,2
00332631,2
00332632,2
00332633,2
00332634,2
00332635,2
00332636,2
00332637,2
00332638,2
00332639,2
00332640,2
00332641,2
00332642,2
00332643,2
00332644,2
00332645,3
00332646,3
00332647,3
00332648,3
00332649,3
00332650,3
00332651,3
00332652,3
00332653,3
00332654,3
00332655,3
00332656,3
00332657,3
00332658,3
00332659,3
00332660,3
00332661,3
00332662,3
00332663,3
00332664,3
00332665,3
00332666,3
00332667,3
00332668,3
00332669,3
00332670,3
00332671,3
00332672,3
00332673,3
00332674,3
00332675,3
00332676,3
00332677,3
00332678,3
00332679,3
00332680,3
00332681,3
00332682,3
00332683,3
00332684,3
00332685,3
00332686,3
00332687,3
00332688,3
00332689,3
00332690,3
00332691,3
00332692,3
00332693,3
00332694,3
00332695,2
00332696,2
00332697,2
00332698,2
00332699,2
00332700,2
00332701,2
00332702,2
00332703,2
00332706,2
00332707,2
00332708,2
00332709,3
00332710,3
00332711,3
00332712,2
00332713,2
00332714,2
00332716,2
00332720,2
00332721,3
00332722,2
00332724,2
00332725,2
00332728,2
00332732,2
00332733,2
00332734,2
00332735,2
00332736,3
00332741,2
00332742,2
00332743,2
00332744,2
00332748,2
00332757,3
00332758,3
00332760,2
00332761,2
00332762,2
00332763,2
00332764,2
00332765,2
00332767,2
00332768,2
00332774,2
00332775,2
00332776,2
00332777,2
00332778,2
00332779,2
00332780,2
00332781,2
00332782,2
00332783,2
00332784,2
00332785,2
00332786,2
00332787,2
00332788,2
00332789,2
00332790,2
00332791,2
00332792,2
00332793,2
00332794,2
00332795,2
00332808,2
00332809,2
00332810,2
00332811,2
00332812,2
00332813,2
00332814,2
00332815,2
00332816,2
