value,count
"Allard, Jean",26
"Allenet, Jean",624
"Allune, Jean",26
"Angaud, Pierre",4
"Asselin, Jean Pierre Germain",4
"Audaire, Francois",10
"Audaire, François",15
"Audet, Gille",16
"Audic, Gilles",40
"Barnois, Jean",3
"Bequer, Louis",3
"Bergey, Antoine",6
"Berlleté, Michel",6
"Bernois, Pierre",3
"Berthelé, Michel",6
"Berthelé, Paul",6
"Billard, Jean Baptiste",1
"Bithonneau, Jean",15
"Bithonneaux, Jean",5
"Bodard, Pierre Jacques",1
"Bourdiec, Jean Joseph",16
"Bourdier, Jean Joseph",24
"Bourdier, Joseph",16
"Bourdin, Joseph",8
"Braudon, Nicolas",5
"Braudron, Nicolas",5
"Bret, Pierre Jean",2
"Brun, Etienne",15
"Camenel, Joesphe",30
"Camenem, Joseph",15
"Camenen, Jean Francois",8
"Camenen, Joseph",30
"Camenél, Joséph",15
"Camenét, Joséph",30
"Cammauin, Jean François",8
"Camnen, Joseph",45
"Camonin, Joseph",15
"Caméner, Joseph",15
"Caménon, Joseph",15
"Chagneau, Jean",238
"Chagneaud, Jean",17
"Chaleau, Mathurin",5
"Charier, Etienne",36
"Charrier, Etienne",27
"Chegnean, Jean",17
"Chorier, Estienne",18
"Chorteau, Mathurin",10
"Claveau, François",729
"Clottin, André",182
"Coat, Tanguy",5
"Coliton, Julien",18
"Cordman, Guillaume",2
"Coriton, Jean",6
"Coriton, Julien",6
"Corlale, Philippe",6
"Corlobe, Philippe",6
"Corlobié, Philippe",6
"Corlobé, Philipe",7
"Corlobéc, Philippe",12
"Couillaud, Jean",5
"Couilleau, Jean",15
"Couilleaud, Jean",5
"Coumaillaud, Pierre",5
"D' Amigny, Gaspars",4
"Damigny, Gaspard",8
"Dasel, François",4
"Dolliven, Guillaume",1
"Driant, Jacques",12
"Dusel <fils>, Francois",4
"Dusel, Francois",4
"Fassouliere, Mathieu Augustin",3
"Fayer, Yves",3
"Fayet, Jean Yves",3
"Fayet, Yves",3
"Feniou, Guillaume",30
"Fennaud, Guillaume",45
"Fenneau, Guillaume",15
"Fenneaud, Guilliaume",15
"Fenuau, Guillaume",30
"Fenuaud, Guillaume",45
"Feraud, Guillaume",15
"Fernaud, Guillaume",15
"Féneau, Guillaume",15
"Gamezan, Nicolas",2
"Geanesin, Nicolas",2
"Gendron, Pierre",60
"Gendron, Pierre <Fils>",30
"Genieux, Pierre Etienne",10
"Geraud, Jaques",2
"Gilbert, Jean",4
"Gilbért, Jean",4
"Ginieux, Etienne",10
"Ginieux, Pierre",10
"Ginieux, Pierre Etienne",40
"Girard, Daniel",270
"Girard, Jacques Daniel",432
"Girard, Jacques Danniel",27
"Giraud, Jacques",2
"Godefrein, René",7
"Godefrin, René",21
"Gollias, Joseph",7
"Gonhard, Joseph",7
"Gouhas, Joseph",7
"Goulias, Joseph",28
"Gouzen, Pierre",4
"Gouzer, Jean Baptiste",1
"Gouzer, Pierre",8
"Gouzer, René",24
"Gouzer, Réné",6
"Guenezeau, Nicolas",8
"Guilbaud, Pierre",315
"Guillam, François",7
"Guillane, Jean François",7
"Guillaume, Jean François",7
"Guillaur, Jean François",7
"Guillaus, Jean François",14
"Guillebaud, Pierre",63
"Guillebeaud, Pierre",21
"Guénesan, Nicolas",4
"Génieux, Pierre Etienne",20
"Hand, Jean Marc",5
"Jaudan, André",12
"Jaudaud, André",12
"Jaudaux, André",48
"Jaudeau, Andre",12
"Jaudeau, André",24
"Jaudeaud, André",24
"Jaudron, Andre",12
"Joffreau, Pierre",20
"Joubiou, Jean",3
"Joubioux, Jean",3
"L' Ainé, Joseph",5
"L' ainé, Augustin",5
"Lainé, Augustin",5
"Lainé, Joseph",5
"Laisalle, François <fils>",2
"Laissalle, Léonard",1
"Lasseur <Fils>, Charles",4
"Laurent, Mathurin",30
"Laurent, Thuriau",20
"Laurent, Thurio",20
"Lauret, Henry",4
"Le Basec, Francois",6
"Le Brase, François",6
"Le Brasse, Francois",6
"Le Brasse, François",12
"Le Brun, Francois",6
"Le Cam, François",30
"Le Cam, Joseph",35
"Le Camp, Joseph",7
"Le Can, Francois",10
"Le Cans, Francois",10
"Le Caus, François",20
"Le Coat, Tanguy",10
"Le Floch, Simon",12
"Le Flock, Simon",6
"Le Lez, Jean",21
"Le Lis, Jean",7
"Le Marchand, François",84
"Le Marchaud, François",24
"Le Matelot, Pierre",9
"Le Mathelot, Joseph",12
"Le Mathelot, Pierre",36
"Le Pierre, Jean Baptiste",2
"Le Pilven, François",3
"Le Port, Joseph",81
"Le Port, Mathurin",9
Le Roussic François,9
"Le Roussic, François",45
"Le Rouzic, François",27
"Le Sauze, Francois",7
"Le Sauze, François",21
"Le Sauze, Vincent",7
"Le Vasseur, Charles",4
"Lebrun, Etienne",10
"Lecam, Francois",20
"Lefloc, Simon",6
"Lefloch, Simon",12
"Lelez, Jean",14
"Lesause, François",7
"Locquét, Vallery",3
"Loquet, Pierre Valery",3
"Louedec, Charles",10
"Luco, Benoîs",9
"Léséz, Jean",7
"Mahé, Joseph",20
"Malignor, Louis",12
"Maligorne, Louis",12
"Malégourn, Louis",12
"Mandert, Jean",2
"Marchand, François",36
"Marchand, Jean",10
"Marcheteau, Jean",256
"Marion, Mathurin",96
"Martelot, Pierre",18
"Matelot, Palereo",3
"Mathelot, Paterin",6
"Maurims, François",3
"Mazeau, Jean",5
"Michau, Joseph",10
"Michaud, Joseph",30
"Micheau, Joseph",40
"Moreau, Jean",15
"Morin, Francois",3
"Morin, François",3
"Mornet, Gabriel",8
"Moruet, Gabriel",4
"Ménager, Jean",8
"Pacault, Philippe",3
"Pacquet, Jacques Alexis",3
"Paquet, Jacques",3
"Pascaud, Philippe",3
"Peaune, Francois",20
"Pilvin, Francois",3
"Quenelin, Nicolas",1
"Quillebeau, Pierre",21
"Reguidel, Nicolas",8
"Renigot, Laurent Marie",8
"Richard, Jean",2
"Riou, Pierre",1
"Riquidel, Nicolas",8
"Robain, Jean",26
"Robert, Pierre",1
"Robin, Jean",468
"Rohellec, Francois",14
"Rohellec, François",7
"Roseau, Jean",12
"Rouallec, François",14
"Rouelle, Francois",7
"Rouellec, Francois",7
"Roussigor, Laurent Marie",4
"Roux, Louis Francois",3
"Roux, Louis François",3
"Rozeau, Jean",6
"Rozo, Jean",12
"Roüe, Bonnaventure",2
"Stephany, Guillaume",1
"Stephany, Pierre",10
"Stéphany, Pierre",10
"Suse, Francois",7
"Tabois, Jean",12
"Talibois, Jean",4
