value,count
"Tatibouet, Jean",2
"Tattiboit, Jean",2
"Texier, Etienne",315
"Thibaudeau, Pierre",70
"Thibeaudau, Pierre",14
"Thibeaudeau, Pierre",98
"Thoreux, Guillaume",20
"Thuriau, Laurent",10
"Thurio, Laurent",20
"Tibaudeau, Pierre",14
"Téxier, Etienne",126
"Une, Antoine",3
"Vasseur, Charles",4
"Veni, Antoine",3
"Vidaus, Jean",8
"Videau, Jean",48
"Vinet, Simon",110
"Yves, Jean",5
"Yves, Jean Baptiste",10
"Yves, Jean Baptiste Francois",5
"le Mathelot, Pierre",18
