value,count
Beurre,6
Bois,3
Charbon de bois,4
Eau-de-vie,6
Etc.,2
Farine,2
Futailles,3
Goldron [Goudron],3
Grains,3
Terre de Broue,2
ail,6
autres marchandises,3
autres marchandises permises,2
avec son reste [reste de marchandises],3
bled,3
bois de charpente,2
bois à bruler,2
buches,4
chanvre,2
eau-de-vie,2
en lest,3
fagots,13
farine,2
fourages,2
futaille vuide,2
futailles,6
mojette,2
morue,2
oignon,6
pièces de bois,3
pêche de la morue verte,26
sel,24
son reste [de marchandises],3
ustensiles pour la pêche à la morue verte,16
vaches,3
vide,13607
vin,8
vinaigre,13
à l' aventure,3
à vide,12
échalote,4
échalotte,6
