value,count
Chemical products,55
Coton threads and fabrics,53
"Crude materials, inedible, except combustibles",121
Drinks and tobacco,113
"Leather, wood and paper products",127
Oils,27
Other,59
Other foodstuffs and live animals,186
Other industrial products,189
Other threads and fabrics,69
Plantation foodstuffs,26
Silk threads and fabrics,11
Wool threads and fabrics,26
