value,count
Allemagne,3
Angleterre,84
Bayonne,16
Danemark,21
Dunkerque,33
Espagne,19
Guinée et Sénégal,1
Hollande,108
Lorient,22
Marseille,60
Monde hors colonies,8
Petites Îles,356
Portugal,2
Prusse,19
Russie,14
Saint-Domingue,45
Saint-Jean de Luz,1
Suède,9
Sénégal,150
Villes hanséatiques,40
États de l'Empereur,12
États-Unis d'Amérique,12
Îles françaises de l'Amérique,27
