value,count
Allemagne,3
Amérique,10
Angleterre,84
Bayonne,16
Danemark,21
Dunkerque,33
Empereur,5
Espagne,19
Hollande,108
Lorient,22
Marseille,60
Petites Îles,356
Portugal,2
Prusse,19
Quatre villes hanséatiques,40
Russie,14
Saint-Domingue,45
Saint-Jean de Luz,1
Suède,9
Sénégal,150
Sénégal et Guinée,1
États de l'Empereur,7
États-Unis,2
Étranger,8
Îles françaises de l'Amérique,27
