value,count
A0046492,3
A0049808,14
A0073119,5
A0074743,1
A0079352,1
A0089345,1
A0095951,2
A0103760,3
A0106063,1
A0107371,1
A0122218,32
A0122594,3
A0122883,3
A0122918,1
A0122932,6
A0122971,113
A0124198,3
A0124423,1
A0124809,17
A0124817,398
A0127055,565
A0127400,1
A0128573,402
A0130761,26
A0131495,2
A0131657,22
A0131832,12
A0132409,64
A0133403,337
A0133634,1
A0134176,30
A0135548,12
A0136390,1
A0136403,306
A0136930,1645
A0137148,323
A0138092,3
A0138162,1
A0138533,62
A0138654,7
A0139174,6
A0139494,1
A0140266,33
A0141325,73
A0141652,3
A0141676,7
A0142523,1
A0144281,3
A0144350,1
A0145182,3
A0145524,9
A0145857,1
A0147182,33
A0148208,43
A0148246,5
A0148531,11
A0150761,11
A0151330,194
A0152606,19
A0165056,31
A0165077,109
A0165080,21
A0165753,1
A0165801,3
A0167057,32
A0168677,2
A0169240,10
A0169591,5
A0170183,12
A0170633,1
A0170665,6
A0170819,30
A0170986,1
A0171758,1312
A0171943,4
A0172590,32
A0175964,7
A0178037,27
A0180923,515
A0181496,1
A0181608,128
A0182952,19
A0185385,12
A0186080,1
A0186503,8
A0186515,29
A0187086,1
A0187101,35
A0187836,197
A0187995,86
A0189289,18
A0189364,15
A0189462,60
A0191707,3
A0192135,1
A0192436,19
A0194731,6
A0195014,31
A0195938,130
A0196496,561
A0196771,51
A0197884,39
A0198999,1905
A0199508,227
A0200627,2
A0200718,32
A0204180,169
A0204263,5
A0205085,9
A0205721,1
A0207066,8
A0207141,5
A0207992,1
A0210797,2
A0211235,8
A0212287,14
A0212320,5
A0212883,2
A0212986,17
A0213139,100
A0213627,1
A0213721,39
A0215306,112
A0216173,1
A0217875,5
A0219226,2
A0360085,1
A0364551,1
A0374720,2
A0379452,1
A0379790,4
A0380284,1
A0381691,45
A0382128,1
A0385489,1
A0386900,1
A0387571,1
A0387808,1
A0388692,2
A0389327,8
A0390202,1
A0390341,1
A0390929,1
A0393049,2
A0397385,2
A0397468,1
A0400294,3
A0402838,2
A0405726,1
A0406859,3
A0408148,1
A0409139,6
A0409593,4
A0596535,1
A0599268,3
A0605259,3
A0618784,5
A0620493,2
A0620777,21
A0622244,1
A0627935,7
A0629722,1
A0635351,4
A0654197,1
A0686629,9
A0691896,6
A0743522,7
A0816635,1
A0840357,4
A0846405,2
A0848887,8
A0849663,1
A0858871,2
A0865461,1
A0868259,14
A0869447,5
A0888126,1
A0896211,1
A0897151,1
A0912818,17
A0986379,2
A1010107,2
A1164922,3
A1170043,1
A1204354,5
A1746604,1
A1875058,13
A1945598,7
A1963870,97
A1963986,27
A1963997,208
A1964301,3
A1964694,955
A1964767,470
A1964982,100
A1964988,343
A1965055,7
A1968858,1
A1968899,1
A1968903,1
A1968950,8
A1968951,2
A1968952,4
B0000003,2
B0000005,1
B0000006,2
B0000043,1
B0000048,8
B0000050,1
B0000053,2
B0000062,3
B0000276,2
B0000715,37
B0000717,1
B0000970,1
B0000978,1
B1965595,5
B1973827,1
B2048070,2
B2050343,1
B2119892,1
B2827325,4
C0000002,1
C0000004,1
C0000006,1
C0000009,2
C0000012,10
C0237838,1
H4444444,19
H8888888,2
H9999999,56
