value,count
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Maryland""}]",4
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Massachussets""}]",17
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""New York""}]",1
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Pennsylvanie""}]",2
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Rhode Island""}]",1
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Virginie""}]",2
"[{""1749-1794"" : ""Frise""}]",5
"[{""1749-1794"" : ""Hollande""}]",34
"[{""1749-1794"" : ""Pays-Bas autrichiens""}]",17
"[{""1749-1794"" : ""Zélande""}]",2
"[{""1749-1794"" : ""colonies françaises d'Amérique""},{""1794-1802"" : ""colonies britanniques d'Amérique""},{""1802-1810"" : ""colonies françaises d'Amérique""},{""1810-1815"" : ""colonies britanniques d'Amérique""}]",1
"[{""1749-1803"" : ""colonies françaises d'Amérique""}]",2
"[{""1749-1815"" : ""Angleterre""}]",91
"[{""1749-1815"" : ""Ecosse""}]",4
"[{""1749-1815"" : ""Iles anglo-normandes""}]",7
"[{""1749-1815"" : ""Irlande""}]",7
"[{""1749-1815"" : ""Norvège""}]",57
"[{""1749-1815"" : ""Pays de Galles""}]",1
"[{""1749-1815"" : ""colonies britanniques d'Amérique""}]",2
"[{""1749-1815"" : ""colonies françaises d'Amérique""}]",2
"[{""1749-1815"" : ""colonies françaises en Asie""}]",2
"[{""1749-1815"" : ""colonies portugaises d'Afrique""}]",2
"[{""1749-1815"" : ""îles atlantiques portugaises""}]",2
"[{""1763-1815"" : ""colonies françaises d'Amérique""}]",5
vide,13559
