value,count
.86805558,1
1,4
1.03,1
1.08,1
1.13,1
1.22,1
1.5,1
1.74,1
10,4
10.375,1
10.5,1
100,9
1000,4
10000,2
1002,2
1008100,1
101,2
102.47,1
1021,1
1025,1
1027,1
103.31,1
1035365,1
104,1
1040.3101,1
104059,1
10440,1
10450,1
105,2
1050,2
105000,1
10543,1
1055,1
106,1
106198,1
1066,1
10675,1
107,1
1075425,1
1080,1
10850,1
109.29861,1
10913,1
1093,1
1093.28,1
11,3
110,1
1100,1
110500,1
110600,1
1110,1
1115,1
11186.03,1
112,1
1120,1
1122,1
1125,2
1128,1
1143,1
1146,1
11500,1
115172,1
115325,1
1159,1
116705,1
117,1
1173,1
1178942,1
119,2
11927,1
12,5
120,4
12000,2
1204,1
12069,1
120696,1
1208148,1
1217,1
122.4,1
122.58,1
12200,1
12300,1
1240,1
124332,1
1254,1
1254000,1
126,1
1260,1
126997,1
1273,1
1273150,1
1276,1
1279,1
13,3
13.25,1
13.5,1
130,1
1300,1
13000,1
13015,1
1304,1
1304.33,1
13175,1
132,1
1325.33,1
132841,1
1336,1
13400,1
13401,1
13455,1
135,1
13500,1
136,1
136.17,1
137,1
1370,1
137000,1
137390,1
138,1
1396,1
14,4
14.17,1
140,3
1400,3
14000,1
1410,1
141400,1
142200,1
143,1
144,1
1443415,1
145,1
1450,1
1466,1
148,1
148.42,1
14848,1
14880,1
14900,1
15,1
15.28,1
150,2
15000,1
15071,1
15127,1
153,2
1530,1
155.38194,1
156,1
1569,1
1582,1
158572,1
1592.67,1
1596740,1
16.67,1
160,4
160000,1
1605,1
16053,1
16102,1
161824,1
162,3
16200,2
16345,1
1646,1
165,2
1650,1
1652,1
165400,1
166.67,1
1664,1
16651,1
166780,1
1668,1
16691,1
167,1
1675,1
16752,1
168.08,1
168456,1
1693,1
17.530001,1
170,1
1700,1
17021,1
1705,1
17400,1
17504,1
175050,1
1756,1
17620,1
1766,1
177,2
17809,1
17810,1
1784,1
18,3
1800,1
1821.16,1
18242,1
1832,1
18400,1
1853,1
1856,1
18596,1
187,1
18704,1
18741,1
18776,1
188,1
188.06,1
188552,1
18900,1
189774,1
19,1
19.969999,1
190,1
19025,1
1905,1
19070,1
191,1
192,1
1921,1
1929,1
19531,1
196,1
19600,1
