value,count
Channel Islands,10
East Frisia,8
England,252
Friesland,16
Gelderland ,2
Groningen,14
Holland,80
Ireland,12
Maryland,4
Massachusetts,35
New York,2
Norway,110
Pennsylvania,2
Scotland,16
Virginia,4
Wales,2
Zeeland,8
vide,13252
