value,count
33.632024,2
36.837949,2
36.849021,2
38.907031,4
39.952017,2
40.718276,2
41.720081,2
42.354637,15
42.500491,2
42.521117,2
42.617109,6
42.81239098,8
43.125043,4
43.3,2
43.388103,4
43.4,2
43.404420,12
43.483333,14
44.633333,47
44.833333,154
44.916667,4
44.928179,26
45.133333,8
45.566667,6
45.633333,2
45.6755,18
45.707894,86
45.733333,12
45.74369849847762,18
45.75,2
45.766667,73
45.816667,219
45.833333,1420
45.850003,78
45.850601,16
45.866667,40
45.883333,310
45.933333,1157
45.943666,38
45.95,539
45.989007,13
46.0125,7
46.033333,68
46.166667,634
46.188459,268
46.193652,42
46.2,522
46.216667,332
46.233333,117
46.25,14
46.312468,793
46.333333,12
46.45,2
46.5,386
46.697882,130
46.7,19
46.71658,379
46.716667,133
46.916667,2
46.975134,95
47,456
47.045002,32
47.116667,16
47.216667,175
47.283333,2
47.3,4
47.302222,215
47.316667,112
47.483333,400
47.5,2
47.516667,112
47.533333,20
47.548966,2
47.549033,244
47.566667,358
47.583333,291
47.6,111
47.620472,160
47.657445,64
47.666667,8
47.681292,2
47.75,128
47.865615,4
47.866667,2
47.996619,4
48.016667,2
48.1,10
48.283333,14
48.3,10
48.366667,258
48.4,70
48.45,30
48.466667,87
48.516667,64
48.574926,24
48.6,8
48.633333,16
48.634304,6
48.65,421
48.7,8
48.733333,15
48.766667,46
48.783333,10
48.838204,61
48.85,23
49.016667,2
49.183333,4
49.333333,2
49.383333,10
49.420164,18
49.433333,71
49.45,10
49.466667,4
49.5,6
49.6,2
49.640322,46
49.666667,2
49.75,16
49.866667,8
49.933333,58
50.1,12
50.183333,46
50.35,8
50.396389,10
50.683333,4
50.7,12
50.716667,16
50.72077,2
50.766667,6
50.833333,2
50.9,2
51.016667,4
51.05,28
51.216667,2
51.45,8
51.499927,4
51.516667,100
51.65,4
51.859167,2
51.898611,6
51.916667,10
51.95,2
52.221732,2
52.258197,2
52.35,66
52.5,4
53,2
53.083333,11
53.108865,6
53.140385,4
53.166667,12
53.183333,4
53.216667,8
53.271944,2
53.333056,2
53.366667,8
53.41164,12
53.426985,2
53.55,24
53.599229,2
53.716667,26
53.866667,18
54.083333,4
54.221862,2
54.25,4
54.35,14
54.71,24
54.911944,10
54.988056,30
55.020556,6
55.616667,2
55.702587,8
55.933333,4
55.95,6
55.984457,2
56.5,2
58.033333,3
58.083333,2
58.153787,15
58.283333,4
58.460278,2
58.966667,21
59.15,13
59.436667,2
59.48705,4
59.916667,2
60.391111,34
62,2
62.733333,4
63.116667,2
vide,400
