value,count
Angleterre,91
Ecosse,4
Frise,5
Hollande,34
Iles anglo-normandes,7
Irlande,7
Maryland,4
Massachussets,17
New York,1
Norvège,57
Pays de Galles,1
Pays-Bas autrichiens,17
Pennsylvanie,2
Rhode Island,1
Virginie,2
Zélande,2
colonies britanniques d'Amérique,2
colonies françaises d'Amérique,10
colonies françaises en Asie,2
colonies portugaises d'Afrique,2
vide,13559
îles atlantiques portugaises,2
