value,count
Abbeville,12
Abelduc,2
Aber-Ilduc,6
Aber-Ildut,66
Aberildut,2
Aberlduc,4
Abrilduc,2
Aligre,786
Ambon,2
Amsterdam,66
Anvaux,637
Anveaux,584
Appeldaur en Angleterre [Appledore],2
"Aranzaza  [Spain, Atlantic, undertermined]",2
Arendal,2
Argenton,36
Arradon,8
Arrodon,2
Ars,317
Ars [en Ré],1
Ars de l' Ile de Ré,2
Ars en Ré,6
Ars île de Ré,6
Arson,48
Arzadon,2
Arzon,192
Audierne,2
Auray,8
Avalhon,2
Avallon,10
Avalon,6
Baden,160
Badenne [Baden],4
Baltimor Angleterre,1
"Baltimor Angleterre [England, undetermined]",1
Barfleur,2
Barnstable,2
Barques,5
Barven,2
Bayonne,14
Beauvoir sur mer,2
Beddefort [Bideford],2
Beddtort,2
Bel Ysle en mer,2
Bel isle en mer,2
Belle Ile,6
Belle Isle,48
Belle Isle en Mer,26
Belle Isle en mer,4
Belle île,4
Belle île en Mer,2
Belle île en mer,16
Bergen,10
Berghen,2
Bergue,22
Biliès [Billiers],2
Binic,4
"Blaunet [undetermined, Sarzau]",2
Blaye,8
Blinic,2
Bohal,2
Boloware,2
Bord [Bordeaux],2
Bord[eaux],2
Bordeaux,150
Boston,15
Bouin,95
Boulogne,16
Bourcefranc,68
Bourgefranc,2
Bourgfranc,2
Bourgneuf,30
Bournefeu [Boursefranc],2
Bourneuf,2
Boursefranc,4
Boursefrant,2
Breberack,2
Brehat,13
Breme,3
Bremen,2
Brest,70
Bretagne,2
Breuil,16
Bridenseau,2
Bristol,8
Brouage,38
Brèm,2
Bréhat,8
Brémen,2
Brême,2
Bussac,2
Cabara,4
Caen,4
Camaret,14
Camarthen,2
Carmac,12
Carnac,189
Carteret,6
Cartevél [Careteret],2
Caverne,20
Cavernes,4
Cavérne,2
Cerbourg,2
Cette,2
Chailevette,2
Chailhevette,2
Chaillevette,8
Chalo,2
Chalon,349
Chalons,26
Chapus,16
Charente,519
Charente ,1
Chaslons [Chalon],2
Cherbourg,44
Chischester,2
Christiana,2
Christiansand,15
Christiansund,2
Cognac,2
Concarneau,2
Conquet,110
Copenagues,2
Copenhague,6
Cork,6
Cormac,4
Couard île de Ré,2
Couarde,5
Couarde île de Ré,2
Courege,2
Coursule,2
Cowes,2
Croidevie [Croix de Vie],2
Croisic,4
Croix de Vie,17
Cromaque,2
Dantzig,14
Darmouth,2
Dartmouth,6
Dercie,86
Des Barques,2
Dieppe,44
Dinan,4
Diéppe,14
Doort,2
Douarnenes,4
Douarnenéz,4
Douarnez,2
Drouage [Brouage],2
Dublin,2
Dundee,2
Dunkerque,26
Eguillion,8
Eguillon,4
Embdem,2
Embden,2
Emden,4
Enveaux,2
Equation,2
Erguy,12
Erquy,4
Esnandes,14
"Espagne [Spanish, Atlantic coast]",4
Exeter,2
Faon,10
Farhsun,2
Fecamp,4
Fescamp,6
Flekkefiord,4
Flote île de Ré,2
Flotte,14
Flotte en Ré,228
Flotte île de Ré,4
Fohr en Danemarck,2
Fouras,13
Frederikald [Fredrickshald],2
Frederiskhals,3
Fredrickale,2
Fredrickshald,2
Fredrickshaldde,2
Fredrickshale,2
Friselande,2
Frislande,10
Fécamp,6
Galway,2
Georgetown,2
Georgetown [USA],2
Georgie,2
Gloucester,6
Grandeville,12
Grandville,45
Granville,4
Greenveth,2
Grenock,2
Groning,2
Groningen,2
Groningue,2
Grunigue [Gröningen],2
Guernezay,8
Guernezey,2
Hambourg,24
Harlinge,2
Harlingue,2
Harwich,2
Havre de Grace,4
Hindric Derksgrood,2
Hollande,2
Holmestrand,4
Honfleur,16
Horen,2
Houme,2
Houmée,40
Hull,20
Hull en Angleterre,4
Hulle,2
Ile  [Belle Ile],1
Ile D' Ars,2
Ile Dieu,48
Ile [Belle Ile],1
Ile au moine,2
Ile aux Moines,18
Ile d' Aix,7
Ile d' Ars,9
Ile d' Yeu,12
Ile de Rhé,2
Ile de Ré,27
Ilfracombe,2
Isle Dieu,53
Isle aux Moines,54
Isle aux moines,12
Isle d' Ars,43
Isle de Dieu,2
Isle de Rhé,6
Isle de Ré,14
Isle d’Ars,2
Jarmouthe [Yarmouth],2
Konigsberg,2
Konisberg,2
Konisbergue [Könisberg],12
Konisbérg,2
Konnigsberg,2
Koopman,2
Könisberg,4
L' Ile Dieu,2
La Bouille,2
La Caroline,2
La Chaume,17
La Couarde,5
La Flotte,20
La Hougue,2
La Mariaker,22
La Mariaquer,104
La Rochelle,632
La Teste,44
La Tremblade,70
La brilduc [Aberilduc],2
Laberilduc,3
Lamariaquaire,6
Lamariaque,30
Lamariaquer,18
Lamariaqué,2
Landernaud,2
Landerneau,20
Lannion,9
Lardernan,2
Launion,2
Launion [Lannion],2
Le Havre,2
Leest en Ecosse,2
Legué,2
Leith,4
Lemmer,2
Les Barques,4
Liargaat,2
Libourne,150
Liverpol,4
Liverpool,8
Locmariaquer,12
Loix,113
Lomariaque,4
Lomariaquer,124
Londres,100
Lonhermel,2
Lorient,126
Loumariaquer,34
Loumariquer,2
Loy,2
Loye île de Ré,2
Lubeck,18
Luçon,2
Mandahl,3
Marans,7
Marechalle,2
Marennes,191
Marins,2
Marrenne,24
Marrennes,2
Marseille,2
Marselle [Marselleq],1
Marselleq,3
Marsselleq,5
Maréchalle,4
Mauber,2
Maubert,2
Mean,9
Means,4
Mekelbourg,2
Memel,6
Memel en Prusse,2
Midelbourg,4
Molden,4
Morbeshard [Marblehead?],2
Morlais,4
Morlaix,20
Moss,2
Moulon,8
Méan,200
Méan ,2
Méchers,6
Nantes,175
Nascaw,2
Nawyork,2
Negton en Ecosse [Newton],2
Neucastel,2
Neucaster,2
Newbury,2
Newbury [USA],6
Newcastel,16
Newcaster,2
Newcastle,8
Noirmoutier,442
Noirmoutiér,6
Norden,2
Norfolk [en Virginie],2
Normoutie,2
Normoutier,4
Normoutiér,2
Norvaige [Norvège],2
Oldenbourg,2
Oleron,63
Ollande,2
Olleron,806
Oléron,166
Onfleur [Honfleur],2
Ordenbourg,2
Ouessant,6
Paillel,2
