value,count
Angleterre,112
Bayonne,86
Danemark,58
Dunkerque,169
Espagne,14
Etats de l'Empereur,17
Etats-Unis,27
Hollande,41
Iles françaises de l'Amérique,8
Lorient,33
Marseille,2
Petites Iles,415
Portugal,6
Prusse,20
Quatre villes hanséatiques,27
Russie,2
Saint-Domingue,2
Saint-Jean de Luz,3
vide,12787
