value,count
FC-BBxxxx-xx-xxxxxx-xxxx,7
FD-AAxxxx-xx-xxxxxx-xxxx,2
FD-CABxxx-xx-xxxxxx-xxxx,17
IA-FCBBxx-JF-HBCxxx-FBxx,5
IA-FCBBxx-xx-xxxxxx-FBxx,12
IB-Axxxxx-xx-xxxxxx-xxxx,1008
IB-Bxxxxx-JR-BBBxxx-xxxx,20
IB-Bxxxxx-JR-BCBxxx-xxxx,27
IB-Bxxxxx-xx-xxxxxx-xxxx,74
IB-Cxxxxx-JR-BEBxxx-xxxx,149
IB-Cxxxxx-xx-xxxxxx-xxxx,52
IC-AAAxxx-xx-xxxxxx-xxxx,21
IC-CAxxxx-xx-xxxxxx-FBFx,1248
ID-BAxxxx-xx-xxxxxx-FBxx,131
ID-BDxxxx-JF-AAAxxx-FBxx,81
ID-BDxxxx-JF-AASxxx-FExx,15
ID-BDxxxx-xx-xxxxxx-FBxx,50
ID-EBBAxx-xx-xxxxxx-FBxx,84
ID-EFAxxx-xx-xxxxxx-FBxx,8
ID-FFBxxx-JF-FAAAxx-FBxx,131
ID-GCCxxx-xx-xxxxxx-FBxx,14
JF-FAxxxx-JF-EGBxxx-FBxx,303
TM-Zxxxxx-xx-xxxxxx-xxxx,2067
vide,1946
xx-xxxxxx-JZ-MAxxxx-xxxx,12
