value,count
.50418496,1
.73425001,1
1,3
1.9579999,1
10,2
100,5
1000,3
100063.28,1
1003.475,1
102321.24,1
10244.3,1
102440.08,1
10264.325,1
1027.95,2
1033089.8,1
10348.605,2
104059,1
1044,1
10450,1
1047.53,1
105.2425,1
105142.15,1
10563.41,1
105727.44,1
10695.6,1
106956,1
107,1
1080,1
10821095,1
108263.24,1
1084.7319,2
1084058.5,1
108845.22,1
109.29861,1
1091.585,1
109332.8,1
1094.3147,1
1098731.6,1
11,1
110.627,2
11049.483,1
1106.27,1
1115,1
1115.6974,1
11171.369,1
11173.327,1
1122,1
1123843,1
1128,1
11289.8,1
1128980,1
11336.819,1
113848.72,1
114.543,1
1141611.9,1
1147.8774,1
11484.648,1
11500,1
115172,1
1159,1
116.501,1
116463.2,1
117057.4,1
11738.699,1
1174.7999,2
11755.838,1
1179.6949,1
1182144.9,1
1185.0795,1
1186260.9,1
11884,1
119077.68,1
119891.84,1
12,4
120,1
12002.84,1
12057.854,1
1211.0229,1
122.375,1
1222760.8,1
12237.5,1
1225.708,1
12270.809,1
12285.471,1
1230529.5,1
1237.9454,1
1240,1
1243.33,1
1254,1
12555.675,1
12597.04,1
12665.084,1
126683.44,1
127082.66,1
1276,1
1279,1
12807.237,1
1284.9375,1
12874.291,1
129892.12,1
13,1
1308.923,1
132.16499,1
133.2975,1
133100.8,1
13365.124,1
134.123,1
13440,1
13500,1
13514.116,1
135958.63,1
136,1
136.5705,1
136081,1
136178.89,1
1367.1735,1
137,1
137.06,2
1370.6,1
1373965.3,1
1376711.5,1
13904.28,1
13928.723,1
139500.16,1
1399.97,1
14,3
14.684999,2
140,1
140000,1
14048.649,1
140976,1
141104.92,1
14141.96,1
14146.55,1
14260.8,1
143083.36,1
143129.8,1
14376.614,1
144628.28,1
144856.75,1
145.01437,1
1454.3044,1
146.84999,2
1467.0315,1
1468.5,3
146801.05,1
14685,1
1485.1429,1
149122.75,1
14961.567,1
14983.595,1
15,1
150,1
150.76599,1
150643.36,1
152077.56,1
153,1
153.2135,1
153034.83,1
1541.9249,1
154192.5,1
15489.382,1
1556.61,1
156,1
1565.421,1
15661.552,1
15664,1
15686.027,1
15686.88,1
157337.05,1
15737.425,1
1577.1689,1
15859.8,1
15885.254,1
161.535,1
16153.5,1
162,1
16200,1
1633583.9,1
16345,1
16399.92,1
16417.83,1
1663.76,1
16637.6,1
166376,1
166430,1
1668,1
1673026.8,1
1693,1
17.1325,1
17.622,1
170,1
1701587.6,1
171.325,2
17112.961,1
17231.801,1
17340.537,1
1735.2775,1
