value,count
FC-BBxxxx-xx-xxxxxx-xxxx,57
FD-AAxxxx-xx-xxxxxx-xxxx,112
FD-CABxxx-xx-xxxxxx-xxxx,6
IA-FAxxxx-JF-JBAxxx-FGxx,2
IA-FAxxxx-xx-xxxxxx-FBxx,2
IA-FBBCxx-JF-HBCxxx-FBxx,32
IA-FBBCxx-JF-HCxxxx-FBxx,4
IA-FCBBxx-JF-HBCxxx-FBxx,12
IA-FCBBxx-xx-xxxxxx-FBxx,17
IA-FDBCAx-xx-xxxxxx-FBxx,4
IA-FDBCBx-xx-xxxxxx-FBxx,8
IB-Axxxxx-JR-BCExxx-xxxx,2
IB-Axxxxx-xx-xxxxxx-xxxx,327
IB-Bxxxxx-JR-BBBxxx-xxxx,76
IB-Bxxxxx-JR-BBDxxx-xxxx,25
IB-Bxxxxx-JR-BCBxxx-xxxx,65
IB-Bxxxxx-xx-xxxxxx-xxxx,254
IB-Cxxxxx-JR-BEBxxx-xxxx,190
IB-Cxxxxx-xx-xxxxxx-xxxx,90
IC-AAAxxx-xx-xxxxxx-xxxx,6
IC-CAxxxx-xx-xxxxxx-FBFx,4140
ID-AAxxxx-xx-xxxxxx-FBxx,46
ID-BAxxxx-xx-xxxxxx-FBxx,312
ID-BDxxxx-JF-AAAxxx-FBxx,88
ID-BDxxxx-JF-AASxxx-FExx,8
ID-BDxxxx-JF-GAACxx-FBxx,13
ID-BDxxxx-xx-xxxxxx-FBxx,241
ID-BExxxx-xx-xxxxxx-FBxx,6
ID-BFxxxx-xx-xxxxxx-FDxx,18
ID-BGxxxx-xx-xxxxxx-FDxx,10
ID-EBBAxx-xx-xxxxxx-FBxx,112
ID-EFAxxx-xx-xxxxxx-FBxx,34
ID-EFBxxx-xx-xxxxxx-FBxx,12
ID-FAxxxx-xx-xxxxxx-FDxx,2
ID-FFBxxx-JF-FAAAxx-FBxx,435
ID-FFBxxx-JF-HIAxxx-FBxx,48
ID-FFCxxx-xx-xxxxxx-FBxx,3
ID-GBAxxx-JF-DCAxxx-FBxx,4
ID-GCBxxx-JF-FCAxxx-FBxx,2
ID-GCCxxx-xx-xxxxxx-FBxx,4
ID-GTCBxx-xx-xxxxxx-xxxx,2
ID-GTHxxx-xx-xxxxxx-RTxx,14
ID-MBCxxx-xx-xxxxxx-xxxx,6
ID-OAAxxx-JF-CCxxxx-FBxx,2
ID-OABBxx-JF-CBBxxx-FBxx,53
ID-OWBFxx-xx-xxxxxx-xxxx,2
IY-AAxxxx-xx-xxxxxx-xxxx,2
JF-FAxxxx-JF-EGBxxx-FBxx,256
TM-Bxxxxx-xx-xxxxxx-xxxx,6
TM-Zxxxxx-xx-xxxxxx-xxxx,2289
vide,4262
xx-xxxxxx-JF-KEAxxx-FGxx,4
xx-xxxxxx-JZ-MAAxxx-xxxx,27
xx-xxxxxx-JZ-MAxxxx-xxxx,75
