value,count
 -1.204802,8
-0.233333,10
-0.35,11
-0.483427,3
-0.566667,218
-0.633333,6
-0.65,26
-0.9,966
-0.935826,240
-0.97043,224
-0.995682,1116
-1,24
-1.033333,4
-1.083333,176
-1.116667,319
-1.133333,64
-1.142263,5
-1.15,1097
-1.2,226
-1.243436,176
-1.3,177
-1.328716,70
-1.366667,432
-1.374028,15
-1.383333,114
-1.416667,248
-1.433333,8
-1.483333,17
-1.516667,55
-1.55,86
-1.597853,1
-1.615534,5
-1.618967,1
-1.783333,50
-1.945124,4
-1.952934,4
-1.998682,30
-2.05,12
-2.083333,19
-2.25,14
-2.341046,15
-2.516667,97
-2.760172,21
-2.893367,7
-2.95,54
-3.366667,1
-3.813171,832
-3.826103,6
-4.483333,7
-70.66309,1
-71.058311,2
0.231886,30
0.733333,10
1.083333,3
1.147613,6
1.616667,7
1.633333,17
1.65,3
1.833333,7
2.116667,14
2.366667,59
4.916667,4
