value,count
Alicant,3
Aligre de Marans,1116
Amsterdam,4
Ars en Ré,55
Arzon,7
Bayonne,17
Beauvoir-sur-Mer,12
Bordeaux,218
Boston,2
Boulogne sur Mer,7
Bourcefranc,5
Bourgneuf,4
Brest,7
Caen,11
Calais,7
Chalon,15
Champagné-les-Marais,52
Charente,966
Cherbourg,5
Côte de Bretagne,832
Dieppe,3
Dunkerque,59
Esnandes,176
Etaples,3
Gloucester,1
Granville,1
Gravelines,14
Honfleur,30
Ile de Bouin,30
Ile de Ré,248
La Flotte en Ré,70
La Perrotine,176
La Rochelle,1062
La Tranche sur Mer,8
La Tremblade,12
Le Chateau [d' Oléron],10
Le Croisic,97
Le Plomb,216
Libourne,10
Locmariaquer,54
Lorient,1
Marennes,319
Moricq,15
Morlaix,6
Nantes,86
Noirmoutier,14
Oléron,177
Redon,19
Ribérou [Saujon],240
Rochefort,224
Royan,4
Sables d' Olonne,50
Saint Denis [d' Oléron],114
Saint Gilles sur Vie,4
Saint Martin de Ré,432
Saint Valery,6
Saint Valery en Caux,10
Saint Valéry sur Somme,17
Saintes,6
Seudre,35
Soubise,24
Taillebourg,26
Talmont [Talmont Saint Hilaire],1
Vannes,21
dans le Pertuis,8
