value,count
0,1991
101.125,26
102.419,5
104.696,7
108.35,9
11.114,20
12.344,27
12.492,8
136.2,2
14.016,80
14.091,5
145.015,3
176.135,1
179.226,5
18.512,14
180.866,55
180.898,7
198.134,6
20.409,30
21.409,10
21.642,60
217.304,142
221.509,22
231.391,22
234.689,22
240.042,27
25.343,2
25.64,14
25.726,2
257.373,8
259.338,15
26.085,18
26.373,1
26.829,5
27.551,21
27.649,12
271.706,3
281.822,7
282.326,3
283.936,60
285.616,6
288.022,17
289.861,6
29.072,54
293.24,3
297.177,14
298.579,454
30.495,83
303.511,125
309.104,3
31.356,26
32.193,338
322.319,3
324.436,5
33.396,24
33.506,239
33.658,58
331.366,11
337.903,2
349.761,14
350.548,6
350.563,3
36.725,21
36.772,2
373.755,14
379.809,408
39.796,78
394.147,18
40.978,34
40.982,163
401.93,15
404.129,5
41.054,21
41.602,10
410.412,1
413.146,5
429.334,5
43.424,132
44.526,26
443.168,1
45.093,243
475.341,42
487.867,7
49.401,11
495.496,21
5.961,168
50.24,135
50.471,210
500.838,9
509.667,4
509.952,3
513.58,27
516.608,7
52.017,78
533.957,3
537.187,8
537.701,3
543.41,14
55.76,4
556.581,10
559.332,5
57.781,44
575.984,3
593.123,3
6.04,41
617.064,18
619.447,12
63.676,25
645.921,5
65.213,8
650.812,3
67.448,47
675.086,3
683.867,3
69.008,4
69.681,27
739.071,38
74.513,73
77.145,244
7717.78,1
7781.067,2
788.887,12
8.045,183
80.896,10
82.135,51
9.653,10
92.333,3
96.131,26
97.935,225
99.2,26
vide,92
