value,count
A0122218,5
A0123033,21
A0124817,1
A0127055,739
A0127231,15
A0127472,6
A0128573,707
A0129516,100
A0129606,18
A0130761,6
A0131657,9
A0132409,8
A0133403,90
A0135548,3
A0136403,81
A0136930,91
A0138654,8
A0138920,25
A0140266,20
A0140339,6
A0140740,5
A0141325,281
A0145182,72
A0145524,49
A0147182,20
A0148246,2
A0148390,25
A0148531,4
A0152629,378
A0165077,105
A0165753,9
A0167057,1
A0170819,42
A0171758,494
A0171943,665
A0180923,164
A0182952,6
A0183923,15
A0185385,49
A0185628,7
A0186503,1520
A0192135,12
A0195014,2
A0195938,16
A0196771,50
A0197884,24
A0198999,272
A0200718,9
A0212488,4
A0212986,208
A0213264,1
A0218266,6
A1964694,985
A1968855,20
B0000048,2
B0000062,1
