value,count
"[{""1744-1806"" : ""Frise orientale""}]",8
"[{""1749-1775"" : ""colonies britanniques d'Amérique""}]",2
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Maryland""}]",4
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Massachussets""}]",35
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""New York""}]",2
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Pennsylvanie""}]",2
"[{""1749-1783"" : ""colonies britanniques d'Amérique""},{""1783-1815"" : ""Virginie""}]",4
"[{""1749-1794"" : ""Frise""}]",16
"[{""1749-1794"" : ""Groningue""}]",14
"[{""1749-1794"" : ""Hollande""}]",80
"[{""1749-1794"" : ""Zélande""}]",8
"[{""1749-1815"" : ""Angleterre""}]",252
"[{""1749-1815"" : ""Ecosse""}]",16
"[{""1749-1815"" : ""Gueldre""}]",2
"[{""1749-1815"" : ""Iles anglo-normandes""}]",10
"[{""1749-1815"" : ""Irlande""}]",12
"[{""1749-1815"" : ""Norvège""}]",110
"[{""1749-1815"" : ""Pays de Galles""}]",2
vide,13250
