value,count
Aber-Ildut,3
Aligre,985
Anvaux,83
Anveaux,99
Ars,90
Arson,14
Arzon,35
Barques,10
Belle Isle,9
Bord [Bordeaux],11
Bord[eaux],11
Bordeaux,142
Boston,2
Bouin,105
Bourcefranc,72
Bourgneuf,8
Brest,9
Breuil,20
Cabara,4
Caen,8
Camaret,25
Carteret,3
Charente,494
Des Barques,20
Dieppe,6
Fecamp,8
Fécamp,4
Gloucester,1
Grandeville,1
Houmée,378
Ile Dieu,2
Ile d' Ars,9
La Mariaker,131
La Mariaquer,480
La Rochelle,255
Laberilduc,3
Lamariaquaire,27
Lamariaque,92
Lamariaquer,74
Lamariaqué,15
Les Barques,20
Locmariaquer,20
Lomariaque,21
Lomariaquer,497
Lorient,20
Loumariaquer,163
Marennes,91
Morlais,7
Morlaix,42
Moulon,7
Méchers,5
Nantes,1
Noirmoutier,81
Oleron,90
Olleron,324
Oléron,293
Ouessant,18
Paillet,25
Plomarnel,2
Pondermans,3
Pornic,4
Port Des Barques,40
Port d' Anveaux,26
Port de Barques,10
Poudenval,3
Quarteret [Careteret],3
Quiberon,24
Rhuis,21
Rochelle,17
Rouen,5
Saint Briac,15
Saint Denis,77
Saint Denis Ile d' Olleron,14
Saint Denis d' Oléron,190
Saint Gilles,16
Saint Malo,42
Saint Martin,685
Saint Martin de Ré,54
Saint Savignen,11
Saint Savignien,5
Saint Savinien,4
Saint Valery,28
Saint Valery [sur Somme],10
Saint Vallery,6
Saint Vallery sur Somme,9
Taillebourg,665
Tréguier,1
Valleville,5
Vannes,6
Vatteville,10
