value,count
Marly,1
Nankin,1
acier,2
agrès,1
alun,2
amandes,4
amidon,2
ancres de fer,2
anisette,2
armes blanches,1
avoine,3
azur,1
babassis,1
bajutapau,3
baleine,1
baleine coupée,2
barres d'anspect en bois,1
barres de fer,14
bas de soie,1
bayette,2
beurre,12
biscuit,4
biscuit de mer,1
bière,7
bois,1
bois d'acajou,1
bois de Brésil,1
bois de Caliatour,1
bois de Campêche,2
bois de Pernambouc,1
bois de chêne,1
bois de menuiserie,1
bois de sapin,1
bois et écorces de chêne et de frêne,1
bois jaune,1
bois osier,1
bois pour brûler,3
bois pour brûler et fagots,1
bois pour construction,3
bois pour construction de sapin,2
bonneterie de coton,1
bonneterie de fil,1
bonneterie de laine,1
bonneterie de soie,2
bonnets de laine,1
bordage,1
bordage de chêne,3
bordage de sapin,3
brai,1
brai et goudron,7
brai gras,2
brai gras et sec,1
brai sec,2
broderie,1
bâtiments naufragés,1
bœuf,1
bœuf salé,10
cacao,1
café,5
café avarié,1
café de Bourbon,1
café de Moka,1
canevettes,2
cannelle,2
casimir de laine,1
cassonade,1
cauris,4
cercles de bois,2
chandelle de suif,5
chanvre,4
chanvre en masses,3
chanvre en rames,1
chapeaux,1
chapeaux de feutre,1
charbon de bois,4
charbon de terre,7
chaux,2
chevaux,2
cheveux,1
chocolat,1
châtaignes sèche,1
cire blanche,2
ciseaux,1
clous,2
clous de fer,5
colle,1
colle de poisson,1
colle forte,1
confitures,2
corail,1
cordage,4
cornalines,1
coton,6
couperose,2
couperose verte,1
coutellerie,2
couvertures de laine,2
cuirs de bœuf,1
cuirs de bœuf tannés,1
cuirs de bœuf verts,2
cuirs en poil de vache,2
cuirs secs en poil,1
cuirs tannés,1
cuirs tannés de vache,1
cuivre,2
cuivre brut,2
cuivre à lessive,1
câble,1
céruse,5
dents d'éléphant,1
drap,4
drap calimouk,1
drap commun,3
drap d'Elbeuf,1
drap de Silésie,1
drap petit,2
drogues composées,1
drogues diverses médicinales,2
drogues pour peintures,2
drogues pour peintures et teinture,7
dégras d'huile,1
eau de Hongrie,1
eau de fleurs d'oranger,2
eau-de-vie,5
eau-de-vie double,10
eau-de-vie simple,33
enclumes,1
fagots,1
farine,8
farine de froment,2
farine gruau,1
faïence,9
fer,1
fer en plaques,1
fer noir,2
fer vieux,2
fer-blanc,9
ferraille,1
feuillards de bois,1
feuillards de fer,5
fil de coton,2
fil de fer,1
fil de lin,1
flanelle de laine,1
flanelle fil et laine,1
foin,1
fromage,8
fruits confits en vinaigre,2
fruits secs,2
fruits verts,3
fusils,4
futailles,18
futailles petites,1
futailles vides,6
fèves,8
fèves blanches,1
gaze de soie,1
gomme arabique,1
goudron,5
graine de jardin,2
graine de lin,3
grains comestibles,1
grains divers,2
grains froment,11
grains millet,1
grains méteil,1
grains orge,12
grains riz,8
grains seigle,6
graisse,1
guinée,6
hardes pour nègre,1
hardes vieilles,1
harengs blancs,1
haricots,1
huile d'olive,6
huile de baleine,1
huile de graine,2
huile de lin,2
huile de noix,1
huile de poisson,2
inde plate,1
indienne,3
indienne de coton,3
indigo,3
instruments de musique,1
jambon,1
jus de réglisse,1
laine,1
lard salé,4
lattes de bois,1
librairie,1
limeneas,1
limes,1
lin,1
lin peigné,1
lin préparé,2
linge vieux,2
lingerie,3
linon,1
liqueurs,4
liège,1
liège en bouchons,2
liège en planches,1
légumes,4
manches de bois de gaffes,1
manne,4
maquereaux,1
marbre,1
marchandises,2
marchandises à l'estimation,27
matériaux de bois,7
mercerie,6
mercerie commune,2
merrains,5
merrains de chêne,3
merrains de sapin,3
merrains pour tonnellerie,3
meules,2
mine de plomb,1
mitrailles de cuivre,2
mobilier,6
morceaux de sapin,2
morue verte,2
mouchoirs de coton,5
mouchoirs de coton et de fil,2
mouchoirs de coton et soie,1
mouchoirs de soie,1
mouchoirs des Indes,1
mouchoirs imprimés,1
mouchoirs romals,1
moulins à café,1
mousseline,2
moutons,2
mâts,1
médicaments,3
mélasse rhum sirop taffia,1
neganepeau,1
noix,1
objets de peu de valeur,2
oignons,1
orange fraîche,1
outils de pêche,2
ouvrages d'orfèvrerie,1
ouvrages d'osier,2
ouvrages de bois,2
ouvrages de corail,1
ouvrages de coutellerie,3
ouvrages de coutellerie argenterie,1
ouvrages de cuivre,5
ouvrages de fer,2
ouvrages de grès,1
ouvrages de jonc,1
ouvrages de marbre,1
ouvrages de plomb,1
ouvrages de terre cuite,5
papier,1
papier blanc,3
papier peint,1
parfumerie,1
peaux apprêtées de cheval,1
peaux apprêtées de veau,1
peaux d'ours,1
peaux de castor,1
peaux de chevreuil,1
peaux de daim,2
peaux de martre,1
peaux de mouton,1
peaux de mouton tannées,2
peaux de veau en poil,3
peaux tannées de veau,1
pelleterie commune,1
perches de bois,1
perches de sapin,1
pierres,2
pierres à bâtir,2
pierres à faux,1
piment,4
pipes à fumer,1
pipes à fumer de terre cuite,1
pistolets,1
planches de bois,2
planches de cuivre,1
planches de pin,1
planches de sapin,21
plaques de cheminées en fer,1
platille,3
plomb,3
plomb en grenaille,1
plomb en saumon,3
plâtre,1
poil de laine,1
pois verts,1
poisson salé,5
poix blanche,1
pommes de terre,2
porcs,2
poterie de terre cuite,1
poudre,1
poudre à tirer,1
poutres de sapin,1
prunes,1
quincaillerie,2
quincaillerie de cuivre,1
quincaillerie de fer,5
quinquina,3
rocou,2
rogues,1
ruban de fil,1
résines,2
sable,4
sabots et selles de bois,2
sabres,2
salsepareille,1
sardines,2
sardines apprêtées,1
sardines salées,3
saumon salé,1
savon,6
sel,29
siamoise de coton et de fil,1
sirop de mélasse,1
sirop fin,2
soliveaux de bois,3
soufre,2
stockfisch salé,2
sucre brut,4
sucre raffiné,2
sucre terré,4
sucre têtes,1
suif,1
suif en rames,1
suif fondu,7
séné,1
tartre,2
terraille,1
thé,1
toile blanche,5
toile chasselas,4
toile cotonnade,2
toile coupis,1
toile coutil,2
toile custas,1
toile d'emballage,3
toile de basin,2
toile de basin coton et fil,2
toile de chanvre,3
toile de chanvre pour voile,2
toile de chanvre rousse,6
toile de chanvre à carreaux,2
toile de coton,5
toile de coton et de fil,3
toile de fil,3
toile de lin,3
toile de lin blanche,6
toile de lin rousse,3
toile des Indes,2
toile guingans,2
toile kircochaye,1
