value,count
Acier,2
Agrais de navire,1
Alun,2
Amandes,4
Amidon,2
Armes blanches,1
Armes blanches en sabres,1
Armes blanches sabres,1
Armes à feu fusils,4
Armes à feu pistolet,1
Avoine,3
Azur,1
Baleine,1
Baleine coupée,2
Batiments naufragés,1
Bestiaux beuf,1
Beurre,12
Bierre,6
Bierres,1
Biscuit,4
Biscuit de mer,1
Bled seigle,2
Bois Divers,1
Bois d'acajou,1
Bois de bresil,1
Bois de caliatour,1
Bois de campeche,2
Bois de chene en bordage,1
Bois de chêne,1
Bois de chêne en bordages,2
Bois de construction,3
Bois de fernembourg,1
Bois de menuiserie,1
Bois de pin en planches,1
Bois de sapin,1
Bois de sapin en bordage,3
Bois de sapin en morceaux,2
Bois de sapin en perches,1
Bois de sapin en planches,21
Bois de sapin en poutres,1
Bois de sapin pour construction,2
Bois en barres d'anspect,1
Bois en bordages,1
Bois en cercles,2
Bois en lattes,1
Bois en manches de gaffes,1
Bois en mâtereaux,7
Bois en mâts,1
Bois en perches,1
Bois en planches,2
Bois en saliveaux,1
Bois en solivaux,1
Bois en soliveaux,1
Bois et écorce de chene et de frêne,1
Bois feuillard,1
Bois jaune,1
Bois merrain,4
Bois merrain de chene,3
Bois merrain en sapin,3
Bois merrain pour tonnellerie,3
Bois merrein,1
Bois osier,1
Bois à bruler,3
Bois à bruler et fagots,1
Bonneterie de coton,1
Bonneterie de fil,1
Bonneterie de laine,1
Bonneterie de laine bonnets,1
Bonneterie de soye,2
Bonneterie de soye en bas,1
Bray,1
Bray et gaudron,5
Bray gaudron,2
Bray gras,2
Bray gras et sec,1
Bray sec,2
Broderie,1
Cables,1
Cacao,1
Caffé,5
Caffé avarié,1
Caffé bourbon,1
Caffé moka,1
Canelle,2
Canevettes,2
Cauris,4
Ceruse,4
Chair de bœuf salé,6
Chair de bœuf salée,4
Chanvre,4
Chanvre en masse,3
Chanvre en rames,1
Chapeaux,1
Chapeaux de feutre,1
Charbon de bois,4
Charbon de terre,7
Chaux,2
Cheval,1
Chevaux,1
Cheveux,1
Chocolat,1
Cire blanche,2
Clous,2
Clous de fer,2
Cochons,2
Colle,1
Colle de poisson,1
Colle forte,1
Confitures,2
Corail,1
Corail ouvré,1
Coraline,1
Cordages,4
Coton,2
Coton en laine,4
Coton filé,2
Couperose,2
Couperose verte,1
Coutellerie,2
Couvertures de laine,2
Cuirs de beuf,1
Cuirs de beuf en vert,2
Cuirs de beuf tannés,1
Cuirs de vaches en poil,2
Cuirs de vaches tannés,1
Cuirs sec en poil,1
Cuirs tannés,1
Cuivre,2
Cuivre brut,2
Cuivre en mitraille,2
Cuivre en planches,1
Cuivre ouvré,5
Cuivre à lessive,1
Degras d'huille,1
Drap,2
Drap calmouck,1
Drap casimir,1
Drap d'elbeuf,1
Drap de silésie,1
Draperie,2
Draperie commune,3
Draperie petite,2
Droguerie pour la peinture et la teinture tartre,1
Drogueries composées,1
Drogues diverses medécinales,2
Drogues medecinales diverses,3
Drogues médicinales diverses mâne,1
Drogues pour la peinture,2
Drogues pour la peinture ceruse,1
Drogues pour la peinture et la teinture,7
Eau de fleur d'orange,2
Eau de hongrie,1
Eau de vie,5
Eau de vie double,10
Eau de vie simple,33
Enclumes,1
Epicerie cassonade,1
Epicerie diverse,2
Epicerie piment,1
Eponges,2
Etain,1
Etain en saumon,1
Etoffe en flanelle fil et laine,1
Etoffe fil et laine,1
Etoffe flanelle de laine,1
Etoffes au quart de soye,1
Etoffes de coton,2
Etoffes de laine,8
Etoffes de laine diverses,1
Etoffes de soye,4
Etoffes de soye et dorure,1
Etoffes de soye et fil,1
Etoffes diverses de coton,1
Etoffes diverses en laine,1
Etoffes fil et laine,1
Etoffes fleuret,1
Etoupes,2
Fagots,1
Farine,8
Farine de froment,2
Farine de gruau,1
Fayence,9
Fer,1
Fer blanc,9
Fer en ancre,1
Fer en ancres,1
Fer en barre,5
Fer en barres,9
Fer en plaques,1
Fer en plaques de cheminées,1
Fer en tôle,2
Fer feuillard,5
Fer noir,2
Fer ouvré,2
Fer vieux,2
Ferraille,1
Feves,1
Feves blanches,1
Fil de fer,1
Fil de lin,1
Foin,1
Fromage,5
Fromages,3
Froment,1
Fruits confits au vinaigre,2
Fruits divers prunes,1
Fruits secs,2
Fruits secs chataignes,1
Fruits vert,2
Fruits verts,1
Fruits verts oranges,1
Futailles,18
Futailles petites,1
Futailles vides,6
Gaze de soye,1
Gaze marly,1
Gomme arabique,1
Goudron,5
Graine de lin,2
Graines comestibles diverses,1
Graines comestibles froment,3
Graines comestibles meteil,1
Graines de jardin,2
Graines de lin,1
Grains comestibles,1
Grains comestibles bled,1
Grains comestibles bled froment,2
Grains comestibles diverses,1
Grains comestibles froment,2
Grains comestibles ris,1
Grains froment,2
Graisses,1
Hardes pour nègres,1
Hardes vieilles,1
Huile d'olive,4
Huile de baleine,1
Huile de graine,2
Huile de lin,1
Huile de poisson,1
Huille d'olive,2
Huille de lin,1
Huille de noix,1
Huille de poisson,1
Inde plate,1
Indigo,3
Instruments de musique,1
Jambon,1
Jus de reglisse,1
Laine,1
Laine en poil,1
Lard salé,4
Legumes divers,1
Librairie,1
Limes,1
Lin,1
Lin peigné,1
Lin préparé,2
Linge vieux,1
Lingerie,3
Linon,1
Liqueurs,4
Liqueurs anisette,2
Liège en bouchons,1
Liège en planches,1
Liége,1
Liége en bouchons,1
Légumes,1
Légumes divers,2
Légumes feves,7
Légumes haricots,1
Mane,3
Maquereaux,1
Marbre,1
Marbre ouvré,1
Marchandises diverses à la valeur,2
Marchandises à la valeur,27
Mercerie,1
Mercerie commune,2
Mercerie mêlée,5
Meubles,5
Meubles divers,1
Meules,2
Millet,1
Mine de plomb,1
Morphil,1
Morue verte,1
Mouchoirs coton en soye,1
Mouchoirs de coton,5
Mouchoirs de soye,1
Mouchoirs des indes,1
Mouchoirs des indes dits romals,1
Mouchoirs fil et coton,2
Mouchoirs imprimés,1
Moulin à caffé,1
Mousseline,2
Mouton,2
Noix,1
Objets divers,2
Oignon,1
Orge,12
Ouvrage d'ozier,2
Ouvrage de jonc,1
Ouvrages d'orfèvrerie,1
Ouvrages de bois en selles et sabots,2
Ouvrages de coutellerie,3
Ouvrages de coutellerie argenterie,1
Ouvrages de gré,1
Ouvrages de terre cuite,4
Ouvrages de terre pipe à fumer,1
Ouvrages divers de terre cuite,1
Ouvrages divers en bois,1
Ouvrages en bois,1
Ouvrages en ciseaux,1
Ouvrages en plomb,1
Papier,1
Papier blanc,3
Papier peint,1
Parfumerie,1
Parfumerie poudre,1
Peaux d'ours,1
Peaux de castor,1
Peaux de chevaux apprétées,1
