value,count
"ANF, G5-118/2312",6
"ANF, G5-118/2326",5
"ANF, G5-118/2342",52
"ANF, G5-118/2350",5
"ANF, G5-118/2363",8
"ANF, G5-118/2374",7
"ANF, G5-118/2399",3
"ANF, G5-118/2403",10
"ANF, G5-118/2407",26
"ANF, G5-118/2415",26
"ANF, G5-118/2434",10
"ANF, G5-118/2686",26
"ANF, G5-118/2690",5
"ANF, G5-118/5321",26
"ANF, G5-118/5347",4
"ANF, G5-118/5367",52
"ANF, G5-118/5379",26
"ANF, G5-118/5403",5
"ANF, G5-118/5421",12
"ANF, G5-118/5443",5
"ANF, G5-118/5486",3
"ANF, G5-118/5498",7
"ANF, G5-118/5505",26
"ANF, G5-118/5568",5
"ANF, G5-118/6704",10
"ANF, G5-118/6745",7
"ANF, G5-118/6755",5
"ANF, G5-118/6805",3
"ANF, G5-118/6840",26
"ANF, G5-118/6883",20
"ANF, G5-118/6892",5
"ANF, G5-118/6902",5
"ANF, G5-118/6919",52
"ANF, G5-118/6925",5
"ANF, G5-118/6963",7
"ANF, G5-118/6971",4
"ANF, G5-118/6979",5
"ANF, G5-118/6985",26
"ANF, G5-118/6987",11
"ANF, G5-118/7019",7
"ANF, G5-118/7034",52
"ANF, G5-118/7058",10
"ANF, G5-118/7089",5
"ANF, G5-118/7113",26
"ANF, G5-118/7143",5
"ANF, G5-118/7148",12
"ANF, G5-118/7149",3
"ANF, G5-118/7185",52
"ANF, G5-118/7215",6
"ANF, G5-118/7216",5
"ANF, G5-118/7250",20
"ANF, G5-118/7519",26
"ANF, G5-118/7521",3
"ANF, G5-118/7563",1
"ANF, G5-118/7604",3
"ANF, G5-118/7684",20
"ANF, G5-118/7729",7
"ANF, G5-118/7730",3
"ANF, G5-118/7747",2
"ANF, G5-118/7786",5
"ANF, G5-118/7787",10
"ANF, G5-118/7789",5
"ANF, G5-118/7793",4
"ANF, G5-118/7796",6
"ANF, G5-118/7799",5
"ANF, G5-118/7801",26
"ANF, G5-118/7855",5
"ANF, G5-118/7872",52
"ANF, G5-120/3477",15
"ANF, G5-125/2353",9
"ANF, G5-125/2408",9
"ANF, G5-125/2717",9
"ANF, G5-125/2720",2
"ANF, G5-125/2768",5
"ANF, G5-125/3698",18
"ANF, G5-126-1/2889",12
"ANF, G5-126-1/2898",21
"ANF, G5-126-1/7254",21
"ANF, G5-126-1/7256",21
"ANF, G5-126-1/8027",21
"ANF, G5-126-1/8029",3
"ANF, G5-126-1/8032",1
"ANF, G5-126-1/8034",21
"ANF, G5-126-1/8043",2
"ANF, G5-126-1/8045",21
"ANF, G5-126-1/8048",21
"ANF, G5-126-1/8179",12
"ANF, G5-126-1/8181",21
"ANF, G5-126-1/8193",2
"ANF, G5-126-1/8199",12
"ANF, G5-129/2540",5
"ANF, G5-129/2545",8
"ANF, G5-129/2548",9
"ANF, G5-129/5780",12
"ANF, G5-129/7351",15
"ANF, G5-129/7356",7
"ANF, G5-129/7359",10
"ANF, G5-129/7361",8
"ANF, G5-129/7363",6
"ANF, G5-129/7371",6
"ANF, G5-129/7378",18
"ANF, G5-129/7384",20
"ANF, G5-129/7389",7
"ANF, G5-129/7400",12
"ANF, G5-129/7405",15
"ANF, G5-129/7407",12
"ANF, G5-129/7408",6
"ANF, G5-129/7410",9
"ANF, G5-129/7414",10
"ANF, G5-129/7415",6
"ANF, G5-129/7448",15
"ANF, G5-129/7552",6
"ANF, G5-129/7558",14
"ANF, G5-129/7565",7
"ANF, G5-129/7569",3
"ANF, G5-129/7571",6
"ANF, G5-129/7572",20
"ANF, G5-129/7573",10
"ANF, G5-129/7581",12
"ANF, G5-129/7582",7
"ANF, G5-129/7585",12
"ANF, G5-129/7591",8
"ANF, G5-129/7594",2
"ANF, G5-129/7599",16
"ANF, G5-129/7603",6
"ANF, G5-129/7604",1
"ANF, G5-129/7605",15
"ANF, G5-129/7618",9
"ANF, G5-129/7624",10
"ANF, G5-129/7630",14
"ANF, G5-129/7631",12
"ANF, G5-129/7634",9
"ANF, G5-129/7635",9
"ANF, G5-129/7636",7
"ANF, G5-129/7637",6
"ANF, G5-129/7641",2
"ANF, G5-129/7642",4
"ANF, G5-129/7665",10
"ANF, G5-129/7670",8
"ANF, G5-129/7671",7
"ANF, G5-129/7678",7
"ANF, G5-129/7682",4
"ANF, G5-129/7684",12
"ANF, G5-129/7692",7
"ANF, G5-129/7693",9
"ANF, G5-129/8110",17
"ANF, G5-129/8162",30
"ANF, G5-129/8452",17
"ANF, G5-129/8457",5
"ANF, G5-129/8458",14
"ANF, G5-129/8478",17
"ANF, G5-129/8483",10
"ANF, G5-131/1343",10
"ANF, G5-131/8780",21
"ANF, G5-131/8834",26
"ANF, G5-131/9154",26
"ANF, G5-131/9168",3
"ANF, G5-131/9192",5
"ANF, G5-131/9299",26
"ANF, G5-131/9326",17
"ANF, G5-131/9329",5
"ANF, G5-132-2/1578",7
"ANF, G5-132-2/1582",4
"ANF, G5-132-2/1586",6
"ANF, G5-132-2/1592",2
"ANF, G5-132-2/1597",17
"ANF, G5-132-2/1630",17
"ANF, G5-132-2/1635",26
"ANF, G5-132-2/1642",1
"ANF, G5-132-2/1651",5
"ANF, G5-132-2/1652",4
"ANF, G5-132-2/1659",7
"ANF, G5-132-2/1661",3
