value,count
A vide,39
Bois,975
Briques,54
Caffé avarrié,14
Cendres de Varec,9
Eau-de-vie,116
Farine,54
Feuillard,22
Froment,50
Fèves,18
Grains,131
Lest,526
Mérin [Merrain],27
Paiche des moules [pêche des moules],12
Pêche de la Sardine,7
Pêche des moules,5
Sel,80
audevie [eau de vie],21
bois,33
bois de construction,52
bois à brûler,15
bouteilles,5
buches,59
charbon,27
charbon de terre,21
chaux,11
eau de vie,166
en lest,15
fagots,20
farine,27
feave [fèves],18
futailles,3
fèves,48
les [lest],27
lest,1218
marchandises naufragé,3
oignon,8
planche,149
pêche au poisson frais,2
reste de sardines pressé de Bretagne,5
sardines,9
sel,1168
serdines [sardines],3
son,15
son lest,52
son reste [de marchandises],12
soudes,41
vide,1805
vin,131
vuide,103
à vide,53
