value,count
0,1824
102.282,110
104.696,7
11.114,10
11.416,12
11.447,10
111.207,10
117.286,4
1180.458,3
12.492,4
120.398,9
127.285,5
1299.636,4
139.374,15
14.016,96
148.661,1
153.361,15
157.404,15
162.526,59
167.303,11
173.222,10
18.512,14
183.132,5
19.073,3
192.516,8
205.641,3
21.409,10
210.964,3
217.304,12
221.509,30
222.361,5
231.391,18
231.573,5
233.02,4
233.377,4
234.689,14
238.813,59
24.119,108
24.708,137
240.042,53
25.64,14
257.373,8
26.085,9
26.829,33
26.855,8
262.497,5
263.05,7
27.021,5
281.822,7
283.753,9
283.936,15
29.072,108
29.082,60
297.267,36
298.579,10
30.205,6
30.575,21
314.454,3
316.179,12
32.193,327
32.259,26
33.003,15
33.396,24
33.658,114
34.045,162
350.563,5
36.725,5
36.738,26
36.772,2
364.022,12
368.417,17
37.154,42
37.355,26
371.837,9
374.649,1
379.809,17
38.303,26
380.987,30
385.088,258
385.809,13
39.796,26
394.147,18
397.557,14
398.884,15
40.191,105
40.978,89
40.982,84
41.408,8
41.602,30
426.497,6
43,17
43.12,5
43.424,60
44.23,15
44.526,817
443.168,1
45.093,575
456.665,193
476.181,3
483.911,9
50.24,162
509.667,4
51.572,5
52.69,4
540.004,6
56.202,82
561.532,6
564.874,7
57.491,14
57.781,25
58.741,4
583.421,6
583.945,12
59.191,11
59.305,27
6.04,5
601.466,7
61.168,61
614.071,23
617.084,5
62.255,35
63.676,32
64.089,6
65.213,15
650.812,10
67.024,9
67.448,42
68.488,5
682.604,1
683.867,3
7.906,52
70.355,52
705.471,5
739.071,9
74.174,13
75.847,29
7717.78,1
7781.067,2
788.887,8
80.678,20
80.896,20
82.135,90
820.196,4
823.954,7
843.46,3
85.603,7
871.143,4
88.65,7
88.86,12
897.168,3
92.761,55
939.047,10
945.156,2
96.691,21
960.843,57
998.494,5
