value,count
A0106063,3
A0124817,86
A0127055,432
A0128573,177
A0130761,3
A0132409,11
A0133403,55
A0134176,19
A0135548,10
A0136403,14
A0136930,319
A0137148,50
A0138533,10
A0138654,4
A0140266,1
A0141325,114
A0145182,5
A0145524,7
A0148208,24
A0151330,248
A0152606,7
A0165056,8
A0165077,30
A0165080,7
A0167057,1
A0169240,52
A0170183,216
A0170665,6
A0171758,966
A0171943,26
A0172590,4
A0178037,35
A0180923,218
A0181608,12
A0182952,21
A0185385,6
A0186503,54
A0186515,12
A0187836,30
A0187995,17
A0189462,14
A0192436,3
A0195938,4
A0196496,224
A0196771,17
A0198999,1062
A0199508,70
A0200718,7
A0204180,59
A0205085,5
A0207992,1
A0213139,97
A0213721,176
A0215306,10
A0620777,4
A1963870,15
A1963997,15
A1964301,6
A1964694,1116
A1964767,240
A1964982,176
A1964988,832
A1968950,8
B0000048,2
B0000062,1
