value,count
0101000020110F00000096FF026D0FFBC09D9C2527E93D5641,955
0101000020110F000000A2004C3A0603C188A306FAD9305941,1
0101000020110F000000A2004C3A0603C19725725F3A2C5641,3
0101000020110F0000016ADCA4CFD822C1EF7CF9A36DAA5841,1
0101000020110F0000023EDCAAB875E8C003B855AE430A5641,3
0101000020110F00000373BAE96436F1C040A3F429D6E55541,6
0101000020110F0000057A976C84993241CB434F4289625F41,1
0101000020110F0000076802F57CF30AC10D995D2BAA725441,3
0101000020110F0000078C23C4F3C012C106510E7B41145741,19
0101000020110F000007961908773D17C1F3F0D28938165741,4
0101000020110F00000879DFD620CDFEC054B5F4F471465641,10
0101000020110F00000879DFD620CDFEC05F6D9AFD6EE85541,29
0101000020110F00000A4D00FA0BB51F41BB7D16D782CD5941,5
0101000020110F00000ABB49B45AAA01C14E6721FB31415641,11
0101000020110F00000ABB49B45AAA01C19EC0C90D72025641,402
0101000020110F00000ABB49B45AAA11C1A4923233B33A5841,7
0101000020110F00000D9ECA08FCA015C12EEEF50E6FDD5641,22
0101000020110F00001063EC40BC2760C1FFF926BF8FD85041,2
0101000020110F000010D05CD93CE912C1DD72BF1317A05741,6
0101000020110F000014D4921C7B4E00C17FC4C8A63CFD5541,62
0101000020110F000014D4921C7B4E00C19725725F3A2C5641,12
0101000020110F000015E56FFE1E2804C18409E7F4998B5441,86
0101000020110F0000187B5A9BAFDC2CC1E8B38D6FDDDE5941,3
0101000020110F00001A3AA6677A101BC17AB2B487B9C35741,1
0101000020110F00001C6C3838BB5818C145711AF199D25841,4
0101000020110F00001CAB71A76115FCC059844325A5E05541,1
0101000020110F00001CAB71A76115FCC05C5F1C01AED35541,32
0101000020110F00001DD30918E88F57410DC04814215642C1,1
0101000020110F00001E15A98F2F5F00C1F7C5A70EEA135641,8
0101000020110F00001E3EDCAAB875F8C069DB59130D055641,1312
0101000020110F0000211399E76FDD5EC1C356FD377AD84041,1
0101000020110F000023A2004C3A0613C10AA75C4DFD0A5741,1
0101000020110F000023F3007257890CC1600E927B6CBD5641,11
0101000020110F000023F3007257891CC185AD7EBABF4A5941,1
0101000020110F000025558AF1396728415C140905B33B6141,2
0101000020110F0000257D736EABBD2EC1572E69DE9CD45A41,1
0101000020110F000025D4921C7B4E20C155BB0B141C8B5C41,1
0101000020110F000026464831354003C1651CA30A77315641,7
0101000020110F000026464831354003C19725725F3A2C5641,194
0101000020110F000026495F43BC7A4041925E922039775B41,1
0101000020110F00002C0C4ADA772D0BC17FBA64EF42AB5C41,1
0101000020110F00002C0C4ADA772D0BC194AAE77A55A35A41,1
0101000020110F00002D67851EDB46EAC0CFC21CB57BA85141,1
0101000020110F000030572513D9192741E605DAE6B2755E41,1
0101000020110F000031706E7BF9BDF5C055DE2DA7E4765541,1
0101000020110F00003346BF9C5B35D940C1CC925FB6355841,197
0101000020110F00003AD5716F0D9859C1967F256031433B41,1
0101000020110F00003B89B7E3196204C19BB40072730E5941,2
0101000020110F00003C5D99B2BC6423414F7BE715C9875A41,1
0101000020110F00003CFB25F51B072FC1B57396DB73DB5141,1
0101000020110F00003D331FE125EEE340E18D7512056D5841,1
0101000020110F00003E0C4ADA772D1BC14E61E391E58F5241,1
0101000020110F00003F2DB8C55C4F2C4121F27221D9E42041,1
0101000020110F000044DAB70937E52D410C17E4CA66B25A41,6
0101000020110F000047C5A4E454A61CC1DBC1E99CFC445941,2
0101000020110F00004B26C546901E1CC1A225112382DA5841,2
