value,count
Angleterre,252
Ecosse,16
Frise,16
Frise orientale,8
Groningue,14
Gueldre,2
Hollande,80
Iles anglo-normandes,10
Irlande,12
Maryland,4
Massachussets,35
New York,2
Norvège,110
Pays de Galles,2
Pennsylvanie,2
Virginie,4
Zélande,8
vide,13252
