value,count
 la Genevieve,1
15 enfants Louis,2
4 sœurs,2
Abdon,2
Abdou,2
Abeille,2
Actif,2
Adelaide,2
Adjutor,2
Agnés et Edemons,2
Agreable Louise,2
Agréable Louise,2
Aideland Agnetta,2
Aigle,2
Aimable,64
Aimable Adelaide,2
Aimable Adelaïde,4
Aimable Amour,12
Aimable Anne,5
Aimable Bristol,3
Aimable Bristolle,2
Aimable Cathérinne,4
Aimable Constance,8
Aimable Créole,2
Aimable Créolle,2
Aimable Céleste,2
Aimable Denise,12
Aimable Elisabeth,4
Aimable Eugenie,2
Aimable Flore,2
Aimable Francois,4
Aimable Francoise,6
Aimable François,8
Aimable Françoise,13
Aimable Isabeau,2
Aimable Izabelle,2
Aimable Jacques,2
Aimable Jaquette,2
Aimable Jeanne,75
Aimable Jeanne Francoise,2
Aimable Jeannétte,2
Aimable Julie,10
Aimable Louise,4
Aimable Madelaine,2
Aimable Magdelaine,2
Aimable Marguerite,2
Aimable Margueritte,2
Aimable Marguérite,4
Aimable Marianne,4
Aimable Marie,19
Aimable Marie Louise,2
Aimable Marthe,6
Aimable Mere de Famille,2
Aimable Merite,4
Aimable Mérite,2
Aimable Perpetue,12
Aimable Perpétue,6
Aimable Pélagie,2
Aimable Société,6
Aimable Solide,26
Aimable Susanne,4
Aimable Sussanne,6
Aimable Suzanne,31
Aimable Therese,2
Aimable Thérese,2
Aimable Théréze,2
Aimable Ursulle,2
Aimable Veronique,2
Aimable Véronique,2
Aimable enfant,2
Aimable jeanne,2
Aimable victoire,2
Aimée mère de famille,3
Alexandre,1
Allexandrine,2
Alliance,2
Allouette,4
Alouétte,1
Ambition,2
Amie Caroline,2
Amilys,2
Amis,14
Amis Reunis,4
Amitié,51
Amitié Constante,4
Amy,2
Amériquaine,2
Ange Gabriel,12
Ange Gardien,8
Ange Madelaine,2
Ange Magdelaine,2
Angelique,36
Angoumoisienne,2
Angoumoiziénne,5
Angélique,24
Angélique de Lhoumée,1
Angélique de l' Houmée,1
Anne,12
Anne Catherinne,4
Anne Cathrinne,2
Anne Chaterine,4
Anne et Cathérinne,2
Anne yde Catherine,2
Anonime,4
Antoinette,6
Ardent,4
Argo,2
Argô,2
Arme,2
Armston,2
Arrada,4
Assurance,2
Atif,2
Augmentation de la Providence,2
Auguste,30
Auguste Céléste,4
Auguste Marie,3
Augustin,10
Aurore,2
Avanturier,2
Aventure,28
Aventurier,2
Bachus,2
Bailly,9
Bailly des Ecotais,3
Baleine,1
Baliziére,1
Ballon,9
Balon,7
Barge,1
Baron de l’Esperance,4
Basque,14
Beausejour,2
Beauséjour,4
Beckfort,2
Becky,2
Bel Judie,2
Belisaire,2
Belizaire,2
Belle Judith,6
Belle Poule,4
Belle Poulle,2
Belle Thereze,1
Belle Vandangeuse,2
Belle Vendangeuse,2
Benigne,22
Benjamin,71
Benninge,2
Bergeritte,3
Betty,2
Bety,2
Betzi,2
Betzy,1
Betzy ,1
Bien Aimé,36
Bien Aimée,16
Bien Faisant,8
Bien Venu,6
Bien Venû,2
Bienfaisant,14
Bienvenu,2
Bilebao Packett,2
Binjamin,37
Blackett Redley,2
Blakey Redley,2
Blanche,4
Bloster,2
Boitel,1
Boitél,2
Bon Menage,2
Bon Patriote,2
Bon Père,2
Bon père,2
Bonne,6
Bonne Avanture,12
Bonne Aventure,2
Bonne Esperance,15
Bonne Esperence,4
Bonne Espérance,10
Bonne Espérence,10
Bonne Foy,2
Bonne Gulitigeme,2
Bonne Harmonie,4
Bonne Intelligence,2
Bonne Mere,12
Bonne Mère,23
Bonne Soeur,2
Bonne Susanne,1
Bonne Sussanne,2
Bonne Suzanne,8
Bonne Sœur,1
Bonne Volonté,2
Bonne mère,16
Bonne sœur,2
Bonnefoi,2
Bonnefoy,2
Bons Amis,16
Bons amis,2
Bordelais,2
Branche Dollivier,3
Branche d’olivier,4
Bretagne,6
Bretonne,4
Bristol,10
Brochet,14
BroudaK,2
Brun,2
Brune,2
Bruno,2
Brétagne,2
Buchailles,1
Béliser,2
Bélizaire,1
Bélizer,2
Bénigne,6
Bénine,1
Cachalot,2
Camille,2
Canet,1
Caprice,2
Caroline,2
Carret Emeliis,2
Catharina,2
Catherine,14
Catherine Elizabeth,2
Catherine Francoise,20
Catherine Françoise,6
Catherinne,12
Catherinne Francoise,12
Catholique,12
Cathrinne,6
Cathérine,8
Cathérinne,8
Catiche,2
Centaure,22
Cephas,2
Ceres,8
Cerf,8
Cerés,2
Cesard,2
Chamaux,5
Chameau,6
Charente,3
Charité,4
Charles,2
Charles Admiral de Tulberg,2
Charleston,2
Charlote,2
Charlotte,38
Charmente,2
Chasseur,22
Chatalot,2
Chaterine,4
Chevailler,2
Chevalier de la mer,2
Chevaliere,6
Chevalière,4
Chevaliére,2
Chevallière,2
Chér mignone,2
Cibelle,4
Ciguogne,2
Cinq Freres,2
Cinq Sœurs,1
Cinq freres,2
Cinq frères,16
Clef,2
Clotilde,1
Clément,2
Cocq,2
Cognac,4
Colloden,2
Colombe,4
Commerce,40
Comte Ohusor,2
Comte d' Hector,4
Comte de Saint Florentin,2
Comtesse d' Artois,2
Comtesse d' Hector,2
Comtesse de Gallonay,2
Comtesse de Grally,6
Comtésse de Grally,2
Concord,2
Concorde,22
Conducteur,14
Confiance,20
Confiance en Dieu,11
Conquérant,1
Constance,6
Constance Roze,4
Contesse de Grolly,2
Convenance,4
Cooq,2
Coquille,6
Coureau,2
Coureur,25
Courier,6
Courreur,2
Courrier,2
Coutiche,20
Crocodille,2
Croix,1
Croniere,2
Crosaiere,2
Culloden,2
Cumberland,2
Céres,4
Cérés,2
César,4
Cœurs Unis,4
D' Advisard,2
Dacokin,2
Dame Alida,2
Dame Anne,4
Dame Anne Marthe,2
Dame Catherine,2
Dame Catherine Allarin,2
Dame Cathrinne Constance,2
Dame Elizabet,2
Dame Emilie,2
Dame Frederique,2
Dame Helenne Maria,2
Dame Jacoba,2
Dame Janltje,2
Dame Koclofina,2
Dame Lethr,2
Dame Marthe,2
Dame Neltje,2
Dame Netlje,2
Dame Petronille,2
Dame Roclofena,2
Dame de Lorette,4
Dauphain,3
Dauphin,44
Dauphin Royale,2
Davisard,2
Davizard,28
Demoiselle Allida,2
Demoiselle Caroline,2
Demoiselle Leesie Tekelaer,2
Demoiselle Montgomery,2
Depeche,2
Des Bons Amis,2
Des sœurs,2
Desir de la paix,6
Desirée,2
Destin,8
Deux,2
Deux Amis,241
Deux Anne et Magdeleine,2
Deux Belles Sœurs,2
Deux Cousin,1
Deux Cousines,5
Deux Cousins,6
Deux Freres,57
Deux Frères,46
Deux Fréres,6
Deux Jumaux,5
Deux Jumeaux,10
Deux Marie,10
Deux Maries,4
Deux Maries Elizabéth,2
Deux Pucelles,1
Deux Soeures,15
Deux Soeures ,1
Deux Soeurs,18
Deux Sœurs,103
Deux amis,36
Deux cousines,6
Deux freres,10
Deux frères,42
Deux fréres,4
Deux jumeaux,2
Deux sœurs,18
Dezelast,2
Diamant,2
Diane,4
Dianne,2
Diligeante,4
Diligence,6
Diligent,32
Diligente,52
Dilligente,2
Doeux sœurs,2
Dogue,2
Don de Die[u],2
Don de Dieu,135
Don de dieu,2
Dophine,2
Dromadaire,33
Dublin,2
Duc d' York,2
Duc de FitsJames,2
Duc de Mortemart,4
Duc de Nivernois,4
Duc de Normandie,6
Duc de Penthièvre et Comte d' Eu,2
Duc de Saint Aignan,2
Duchaise de Montemat,2
Duchesse Pauline,2
Duchesse de Chartre,2
Duchesse de la Chatre,4
Désir de la paix,2
Désiré,6
Désirée,2
Ebenetzer,4
Echo,2
Ector,2
Eleonore,2
Elias et Elizabeth,2
Elisabet,2
Elisabeth,23
Eliza,16
Elizabet,12
Elizabeth,143
Elizabethe,22
Elizabéth,2
Ellerts Lund,2
Eléonnore,2
Eléonore,5
Emannuel,2
Emanuel,21
Emerson,2
Emmanuel,2
Emulation,8
Enfants Nantois,4
Engelique,4
Entreprise,46
Eole,2
Epervier,18
Eprevier,2
Esle Cathrine,2
Esperance,130
Esperance en Dieu,8
Esperance en dieu,4
Esperence,4
Espion,41
Espoir,2
Espoir du Gain,4
Espérance,143
Espérance en Dieu,16
Espérence,2
Ester,2
Etoile de la Mer,10
Etoille de la Mer,2
Etoille de la mer,2
Eugene,6
Eugène,2
Evorfart,2
Exendrine,2
Expédition,2
Fany,2
Favorite,6
Favoritte,2
Feal,2
Feldzaine,2
Felicité,17
Felix,2
Femme Jeanne Elizabeth,2
Femme Jeanne l' Elizabeth,2
Ferme,2
Fidelite,2
Fidelité,4
Fidèle Marianne,1
Fidèle Marie,2
Fidéle Marianne,2
Fidélité,14
Fille Unique,10
Fille unique,2
Fils Unique,20
Fils unique,2
Fleck Jouver,2
Flessel,6
Flore,4
Flottant,2
Flury,2
Folie,55
Folie d' Aligre,2
Follie,4
Fortune,20
Fortuné,4
Franc Macon,2
Franc Masson,30
Franc Maçon,6
Franchise,2
Francois,5
Francois Pierre,2
Francoise,43
François,2
Françoise,43
Frau Elizabethe,2
Frederic,2
Frederick,4
Frederick Guilleaum,2
Frederik,2
Fréderic Duc,2
Frédéric,2
Frédéric Auguste,2
Frédérick,2
Fréres Willman,2
Furet,9
Félicité,24
