value,count
Abbeville,5
Alicant,1
Aligre de Marans,955
Amsterdam,21
Angleterre,1
Anveaux,17
Appeldaur en Angleterre,1
Ars en Ré,337
Arzon,9
Auray,12
Avallon,1
Baden,5
Baltimore,2
Baltique,27
Banc de Terre Neuve,37
Barcelonne,1
Barfleur,1
Barnstable,1
Barre demont,2
Bayonne,86
Beauvoir-sur-Mer,128
Beddefort,2
Belle Île,22
Bergen,17
Berwick,1
Bilbao,5
Billiers,2
Bisquai [Pays Basque],1
Blaye,5
Bordeaux,515
Boston,8
Boulogne sur Mer,19
Bourcefranc,3
Bourg [sur Gironde],1
Bourgneuf,7
Bremen,6
Brest,32
Bristol,3
Brouage,15
Bruges,3
Cabicorp en Espagne [Espagne,1
Caen,64
Calais,21
Camarthen,1
Cap [Français],2
Carnac,3
Castelnaut,1
Chaillevette,2
Chalon,97
Champagné-les-Marais,10
Chaput,14
Charente,1312
Charron,1
Cherbourg,9
Chichester,1
Christiansand,8
Christianson (Norvege),1
Colonies américaines,1
Colonies anglaises,1
Concarneau,2
Copenhague,1
Corck,3
Cote d' or,10
Couarde île de Ré,3
Coureaux [de Ré],2
Croidevie [Croix de Vie],1
Côte d' Afrique [de l' Ouest],1
Côte d' Angole,2
Côte de Bretagne,343
Dans les Couraux,4
Dantzick,5
Dartmouth,4
Dercie,7
Dieppe,26
Doort,5
Douarnenez,1
Dundee,1
Dunkerque,169
Ebbin en Pologne [Elbing],1
Eguillon,11
Esnandes,39
Etaples,19
Exeter,1
Fahrsund,1
Fleckfjord,1
Fouras,3
Frédérickshall,5
Frédérickstad,1
Fécamp,1
Galway,1
Georgetown,2
Gloucester,3
Gonaives,1
Granville,32
Gravelines,60
Greenock,1
Gualbar Cote d' Affrique [Calabar],1
Guernesey,7
Hambourg,7
Harlingen,4
Hennebont,5
Holmestrand,2
Honfleur,197
Hull,8
Ile Bourbon,1
Ile d' Aix,1
Ile d' Ars,1
Ile d' Yeu,31
Ile de Bouin,109
Ile de France,1
Ile de Man,1
Ile de Ré,194
Ilfracombe,1
Konigsberg,13
La Flotte en Ré,227
La Marque,1
La Martinique,1
La Perrotine,100
La Rochelle,1905
La Teste,18
La Tranche sur Mer,31
La Tremblade,29
Landerneau,3
Le Chateau [d' Oléron],62
Le Croisic,100
Le Havre,35
Le Plomb,12
Le Pornic,11
Le Tréport,5
Le Vivier,1
Lemmer,1
Libourne,112
Lisbonne,1
Liverpool,4
Locmariaquer,8
Loix,7
Londres,45
Lorient,33
Lubeck,9
Luçon,8
Madère,2
Marblehead,1
Marennes,1645
Marseille,2
Martrou,1
Memel,2
Molde,2
Moricq,208
Morlaix,12
Mornac,1
Mortagne,17
Moss,1
Méan,6
Nantes,398
Negton en Ecosse,1
New York,1
Newbury [USA],4
Newcastle,6
Noirmoutier,306
Noordwyck,1
Norvège,4
Oléron,402
Ostende,14
Penzance,1
Philadelphie,2
Pilau,1
Plouharnel,5
Plymouth,2
Pontrieux,1
Pool,2
Port Launay,8
Port Louis,3
Port Navalo,6
Portsmouth,1
Quernic,1
Quiberon,39
Quimper,7
Quimperlé,1
Redon,30
Reibnits,1
Rhode Island,1
Ribérou [Saujon],470
Riga,2
Rivedoux,1
Rivière de Bordeaux,1
Rochefort,561
Roscoff,1
Rotterdam,7
Rouen,32
Royan,32
Sables d' Olonne,323
Saint André de Cuzac,3
Saint Brieux,6
Saint Denis [d' Oléron],73
Saint Esprit,3
Saint Gilles sur Vie,130
Saint Jean de Luz,3
Saint Malo,30
Saint Martin de Ré,565
Saint Michel en l' Herm,113
Saint Pierre et Miquelon,5
Saint Savinien,33
Saint Sebastien,3
Saint Valery,3
Saint Valery en Caux,12
Saint Valéry sur Somme,51
Saintes,6
Salcots,1
Santander,2
Sette,1
Setubal,1
Seudre,27
Socoa [Ciboure],1
Soubise,43
Southampton,1
Stavanger,14
Stettin,3
Taillebourg,4
Talmont [Talmont Saint Hilaire],1
Terre Neuve,1
Tingmouth,3
Vannes,19
Virginie,2
Waterford,3
Yarmouth,2
Zierikzee,2
dans le Pertuis,8
en deor des couraux [en dehors des Couraux],2
vide,77
