value,count
-11.467104,2
-20.281263,1
-21.096544,1
1.486284,10
14.666667,1
15.844080,1
19.45,1
19.757778,2
24.351971,1
32.733333,2
36.83449804,2
38.349909,1
38.533333,1
38.716667,1
38.907031,2
39.291345,2
39.952017,2
4.966667,1
40,1
40.718276,1
41.38822,1
41.582888,1
41.720081,1
42.354637,8
42.500491,1
42.617109,3
42.81239098,4
43.25,1
43.256706,5
43.3,2
43.316667,3
43.383333,1
43.388103,3
43.4,1
43.464722,2
43.483333,86
43.495065,3
44.633333,18
44.833333,515
44.916667,112
45.033333,1
45.05,1
45.1,1
45.133333,5
45.483333,17
45.583333,1
45.633333,32
45.6755,470
45.707894,7
45.716667,1
45.733333,2
45.74369849847762,1
45.75,6
45.766667,29
45.8,27
45.816667,1645
45.833333,21
45.850003,3
45.850601,14
45.866667,15
45.883333,33
45.9,62
45.91367,1
45.933333,445
45.943666,561
45.95,1312
45.964614,100
45.983333,3
45.989007,3
46.0125,1
46.033333,73
46.044980,8
46.077803,37
46.166667,1906
46.188459,227
46.2,774
46.216667,337
46.233333,7
46.25,41
46.283333,1
46.312468,955
46.333333,42
46.347308,2
46.35,113
46.366667,10
46.396209,208
46.45,8
46.466277,1
46.5,323
46.697882,130
46.7,1
46.71658,97
46.716667,31
46.833333,5
46.88487,2
46.916667,128
46.975134,109
47,306
47.045002,7
47.116667,11
47.210833,8
47.216667,398
47.3,100
47.302222,6
47.316667,22
47.483333,39
47.533333,2
47.548966,6
47.549033,9
47.566667,8
47.583333,3
47.6,6
47.620472,5
47.65,30
47.657445,19
47.666667,12
47.669619,4
47.681292,343
47.708064,3
47.75,33
47.8,5
47.866667,3
47.996619,7
48.1,1
48.4,32
48.45,3
48.516667,6
48.574926,12
48.6,1
48.65,31
48.7,1
48.733333,1
48.838204,32
49,1
49.183333,64
49.420164,197
49.433333,32
49.45,7
49.5,35
49.640322,9
49.666667,1
49.75,1
49.866667,12
49.933333,26
49.963589,3
50.066667,5
50.1,5
50.113611,1
50.183333,51
50.35,4
50.396389,2
50.516667,19
50.7,2
50.716667,19
50.72077,1
50.766667,1
50.833333,1
50.9,1
50.95,21
50.983333,60
51.016667,2
51.05,170
51.216667,18
51.45,3
51.516667,45
51.65,2
51.8,5
51.859167,1
51.898611,3
51.916667,7
52.25,1
52.258197,3
52.35,21
52.847224,1
53,1
53.083333,6
53.183333,4
53.271944,1
53.41164,4
53.426985,3
53.55,7
53.716667,8
53.866667,9
53.9,2
54.157137,1
54.221862,1
54.25,1
54.35,5
54.652222,1
54.71,13
54.988056,6
55.020556,3
55.616667,1
55.666667,1
55.702587,2
55.783333,1
55.933333,1
55.984457,1
56.103909,27
56.5,1
56.95,2
58.083333,1
58.153787,8
58.283333,1
58.966667,14
59.15,5
59.216667,1
59.436667,1
59.48705,2
60.391111,17
62,4
62.733333,2
63.116667,1
7.08563,1
vide,77
