value,count
"[{""1713-1763"" : ""Great Britain""},{""1763-1815"" : ""France""}]",5
"[{""1749-1783"" : ""Great Britain""},{""1783-1815"" : ""United States""}]",27
"[{""1749-1793"" : ""Poland""},{""1793-1806"" : ""Prussia""},{""1807-1813"" : ""Danzig""},{""1814-1815"" : ""Prussia""}]",5
"[{""1749-1794"" : ""Austria""},{""1795-1815"" : ""France""}]",17
"[{""1749-1794"" : ""France""},{""1794-1802"" : ""Great Britain""},{""1802-1810"" : ""France""},{""1810-1815"" : ""Great Britain""}]",1
"[{""1749-1794"" : ""United Provinces""},{""1795-1805"" : ""Batavian Republic""},{""1806-1810"" : ""Kingdom of Holland""},{""1811-1813"" : ""France""},{""1814-1815"" : ""United Kingdom of the Netherlands""}]",41
"[{""1749-1803"" : ""France""},{""1804-1815"" : ""Haiti""}]",2
"[{""1749-1810"" : ""Bremen""},{""1810-1813"" : ""France""}]",6
"[{""1749-1810"" : ""Hamburg""},{""1810-1813"" : ""France""}]",7
"[{""1749-1810"" : ""Lubeck""},{""1810-1813"" : ""France""}]",9
"[{""1749-1815"" : ""Denmark""}]",58
"[{""1749-1815"" : ""France""}]",13343
"[{""1749-1815"" : ""Great Britain""}]",112
"[{""1749-1815"" : ""Mecklenburg""}]",1
"[{""1749-1815"" : ""Multi-state""}]",11
"[{""1749-1815"" : ""Open sea""}]",64
"[{""1749-1815"" : ""Portugal""}]",6
"[{""1749-1815"" : ""Prussia""}]",20
"[{""1749-1815"" : ""Russian Empire""}]",2
"[{""1749-1815"" : ""Spain""}]",14
vide,78
