value,count
A0089345,2
A0089833,12
A0122218,71
A0122484,6
A0122594,4
A0122918,2
A0122932,26
A0123033,112
A0124462,4
A0124817,175
A0127055,449
A0127231,6
A0127472,20
A0127863,6
A0128573,1037
A0129516,19
A0129606,6
A0130761,58
A0131657,112
A0131832,8
A0132409,4
A0133403,332
A0133634,7
A0134875,2
A0135548,8
A0135760,1
A0136403,456
A0136930,219
A0137148,386
A0137297,9
A0137954,2
A0138092,14
A0138654,32
A0138920,14
A0139174,2
A0139494,8
A0140266,128
A0140339,87
A0140740,6
A0141325,68
A0141652,24
A0141676,117
A0142523,10
A0144281,205
A0145182,78
A0145524,244
A0147182,310
A0147192,18
A0148208,120
A0148246,55
A0148390,8
A0148531,16
A0150761,12
A0150810,2
A0151330,59
A0152606,16
A0152629,42
A0159385,4
A0159635,2
A0162246,13
A0165077,95
A0165753,56
A0166852,17
A0167057,61
A0168677,2
A0169591,12
A0169612,36
A0170665,2
A0170819,421
A0170986,2
A0171758,520
A0171943,178
A0172590,2
A0172916,8
A0173748,4
A0174281,2
A0175964,4
A0177816,2
A0177829,4
A0179103,2
A0180068,2
A0180923,154
A0181496,2
A0181608,2
A0182202,2
A0182274,12
A0182952,64
A0183923,66
A0184664,2
A0185385,24
A0185539,86
A0185628,8
A0186503,358
A0186515,73
A0187101,6
A0187836,18
A0187969,258
A0187995,14
A0189289,47
A0189350,16
A0189364,40
A0191707,13
A0192135,16
A0194558,26
A0194731,215
A0195014,133
A0195511,2
A0195706,15
A0195826,2
A0195938,130
A0196496,38
A0196731,3
A0196771,46
A0196773,4
A0197395,2
A0197884,400
A0198564,10
A0198999,634
A0199508,268
A0199798,23
A0200627,2
A0200718,70
A0202072,20
A0202402,18
A0203568,4
A0204180,26
A0205085,46
A0205535,2
A0206482,2
A0207141,8
A0209567,2
A0210797,2
A0211235,2
A0212287,16
A0212488,4
A0212883,12
A0212986,1238
A0213139,4
A0213264,10
A0213721,14
A0214583,46
A0215306,4
A0216173,19
A0217875,160
A0218266,10
A0379790,12
A0380284,2
A0380557,10
A0381691,100
A0382128,2
A0385489,4
A0386567,2
A0387571,2
A0387808,2
A0388692,12
A0389327,26
A0390202,4
A0390341,2
A0390929,2
A0397385,10
A0397468,2
A0400294,6
A0401159,6
A0401605,2
A0402838,4
A0403098,8
A0404560,4
A0405726,2
A0406859,8
A0408148,2
A0409139,30
A0409593,8
A0596535,2
A0599268,2
A0605259,6
A0614666,2
A0617348,2
A0617755,4
A0619210,2
A0620493,4
A0620777,66
A0622825,4
A0624934,2
A0625860,2
A0627935,10
A0628870,12
A0630182,8
A0632044,2
A0635351,4
A0635668,2
A0636656,2
A0637025,6
A0637735,4
A0642340,2
A0654197,4
A0671198,4
A0676229,2
A0686629,18
A0691896,11
A0724113,2
A0743522,24
A0752869,8
A0760751,4
A0799311,2
A0834735,3
A0836627,2
A0840357,2
A0846405,4
A0848887,15
A0858871,4
A0865461,2
A0868259,21
A0869447,13
A0884415,2
A0888126,2
A0894753,2
A0896211,2
A0897151,4
A0912818,34
A0986379,8
A1164922,2
A1198577,2
A1204354,14
A1875058,24
A1945598,10
A1963870,379
A1964053,8
A1964694,793
A1964767,18
A1964878,4
A1964909,2
A1964988,2
A1965055,86
A1968855,16
A1968899,2
A1968903,18
A1968904,6
B0000003,2
B0000005,2
B0000008,2
B0000038,2
B0000043,2
B0000048,15
B0000053,4
B0000058,2
B0000062,6
B0000717,2
B0000969,2
B0000974,2
B0000975,2
B2827325,8
H4444444,30
vide,57
