value,count
Aligre de Marans,1477
Ars en Ré,64
Arzon,7
Bayonne,4
Beauvoir-sur-Mer,41
Bordeaux,71
Caen,5
Champagné-les-Marais,52
Charente,803
Cherbourg,5
Côte de Bretagne,235
Esnandes,80
Ile de Bouin,70
Ile de Ré,135
La Flotte en Ré,113
La Perrotine,212
La Rochelle,1192
La Tranche sur Mer,8
Le Chateau [d' Oléron],27
Le Croisic,8
Le Plomb,54
Libourne,5
Locmariaquer,15
Marennes,735
Moricq,15
Morlaix,6
Nantes,25
Noirmoutier,43
Oléron,51
Redon,9
Ribérou [Saujon],532
Rochefort,151
Royan,9
Sables d' Olonne,150
Saint Denis [d' Oléron],221
Saint Gilles sur Vie,17
Saint Martin de Ré,800
Soubise,34
dans le Pertuis,3
