value,count
0000028N,4
0000138N,4
0000169N,4
0000212N,8
0000220N,1
0000232N,4
0000275N,2
0000422N,2
0000525N,2
0000666N,8
0000671N,6
00007155,2
0000758N,6
0000882N,47
0000928N,4
0001044N,2
0001083N,2
0001131N,8
0001177N,6
0001212N,4
0001236N,14
0001398N,8
0001527N,12
0001537N,2
0001604N,2
0001789N,4
0001810N,4
0001908N,2
0001911N,5
0001919N,4
0001968N,12
0002061N,4
0002091N,2
0002202N,4
0002241N,4
0002319N,4
0002474N,12
0002488N,2
0002616N,2
0002637N,8
0002642N,5
0002655N,6
0002656N,2
0002657N,6
0002881N,4
0002931N,2
0003065N,4
0003147N,2
0003233N,6
0003441N,2
0003475N,8
0003519N,2
0003553N,12
0003554N,30
0003646N,4
0003681N,24
0003725N,24
0003788N,14
0003812N,4
0003823N,4
0003892N,4
0003929N,2
0003939N,4
0004160N,1
0004179N,12
0004218N,2
0004224N,4
0004266N,2
0004283N,6
0004284N,13
0004328N,4
0004361N,14
0004369N,4
0004371N,6
0004436N,2
0006298N,12
0006315N,2
0006316N,5
0006317N,4
0006318N,4
0006325N,31
0006346N,6
0006350N,2
0006395N,4
0006450N,10
0006453N,12
0006487N,68
0006492N,53
0006507N,42
0006601N,12
0006614N,11
0006648N,22
0006655N,11
0006729N,13
0006760N,8
0006791N,6
0006800N,8
0006818N,4
0006892N,2
0006920N,6
0006955N,2
0007015N,6
0007019N,6
0007034N,10
0007067N,2
0007076N,6
0007077N,8
0007079N,30
0007080N,18
0007099N,4
0007105N,8
0007106N,2
0007109N,16
0007115N,14
0007120N,6
0007127N,8
0007128N,2
0007133N,4
0007134N,12
0007136N,6
0007141N,12
0007158N,2
0007161N,2
0007188N,6
0007275N,6
0007343N,8
0007366N,6
0007374N,2
0007382N,32
0007461N,8
0007464N,23
0007466N,3
0007469N,2
0007477N,4
0007493N,2
0007500N,2
0007548N,15
0007555N,8
0007592N,8
0007600N,5
0007611N,6
0007648N,39
0007672N,6
0007674N,27
0007675N,28
0007676N,6
0007677N,43
0007705N,6
0007721N,10
0007722N,14
0007723N,12
0007724N,8
0007736N,2
0007745N,2
0007760N,40
0007762N,13
0007773N,6
0007775N,16
0007776N,2
0007783N,24
0007891N,22
0007987N,5
0008088N,3
0008296N,2
0008438N,15
0008439N,4
0008440N,6
0008446N,14
0008447N,22
0008467N,2
0008487N,4
0008494N,10
0008509N,4
0008579N,18
0008617N,16
0008643N,14
0008644N,6
0008652N,2
0008663N,12
0008740N,6
0008759N,6
0008973N,8
0009315N,2
0009352N,3
0009393N,2
0009418N,8
0009427N,14
0009429N,9
0009432N,30
0009535N,6
0009536N,12
0009537N,14
0009541N,10
0009544N,12
0009545N,8
0009547N,6
0009558N,2
0009618N,27
0009635N,6
0009645N,10
0009669N,2
0009671N,29
0009687N,21
0009694N,1
0009756N,4
0009763N,2
0009775N,2
0009831N,4
0009832N,10
0009942N,30
0009947N,2
0010484N,6
0010538N,4
0010866N,2
0010867N,1
0010956N,2
0010984N,16
0011001N,4
0011509N,4
0011534N,2
0012051N,2
0012294N,4
0012324N,2
0012529N,2
0012589N,33
0012747N,6
0012782N,6
0012865N,10
0012945N,9
0012946N,19
0013000N,2
0013105N,6
0013176N,11
0013253N,6
0013294N,10
0013296N,10
0013346N,4
0013433N,1
0013888N,5
0013899N,2
0014076N,4
0015206N,2
0016218N,6
0017792N,2
0018514N,2
0018757N,2
0018957N,2
0019579N,2
0020967N,12
0020970N,2
0020979N,2
0020999N,12
0021001N,15
0021027N,10
0021050N,6
0021173N,8
0021196N,2
0021197N,2
0021200N,4
0021214N,2
0021222N,2
0021256N,8
0021420N,2
0021480N,16
0021485N,8
0021516N,4
0021537N,2
0021539N,2
0021541N,40
0021542N,48
0021543N,24
0021551N,6
0021554N,4
0021556N,8
vide,11400
